#ies_format_version: 1.0
#file: 20250808_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	holding1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	holding2;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	holding1;	holding2
20250808;	113440;	1754633080.000;	        err8;	        err8
20250808;	113444;	1754633084.000;	        err8;	        err8
20250808;	113448;	1754633088.000;	        err8;	        err8
20250808;	113452;	1754633092.000;	        err8;	        err8
20250808;	113456;	1754633096.000;	        err8;	        err8
20250808;	113500;	1754633100.000;	        err8;	        err8
20250808;	113504;	1754633104.000;	        err8;	        err8
20250808;	113508;	1754633108.000;	        err8;	        err8
20250808;	113512;	1754633112.000;	        err8;	        err8
20250808;	113516;	1754633116.000;	        err8;	        err8
20250808;	113520;	1754633120.000;	        err8;	        err8
20250808;	113524;	1754633124.000;	        err8;	        err8
20250808;	113528;	1754633128.000;	        err8;	        err8
20250808;	113532;	1754633132.000;	        err8;	        err8
20250808;	113536;	1754633136.000;	        err8;	        err8
20250808;	113540;	1754633140.000;	        err8;	        err8
20250808;	113544;	1754633144.000;	        err8;	        err8
20250808;	113548;	1754633148.000;	        err8;	        err8
20250808;	113552;	1754633152.000;	        err8;	        err8
20250808;	113556;	1754633156.000;	        err8;	        err8
20250808;	113600;	1754633160.000;	        err8;	        err8
20250808;	113604;	1754633164.000;	        err8;	        err8
20250808;	113608;	1754633168.000;	        err8;	        err8
20250808;	113612;	1754633172.000;	        err8;	        err8
20250808;	113616;	1754633176.000;	        err8;	        err8
20250808;	113620;	1754633180.000;	        err8;	        err8
20250808;	113624;	1754633184.000;	        err8;	        err8
20250808;	113628;	1754633188.000;	        err8;	        err8
20250808;	113632;	1754633192.000;	        err8;	        err8
20250808;	113636;	1754633196.000;	        err8;	        err8
20250808;	113640;	1754633200.000;	        err8;	        err8
20250808;	113644;	1754633204.000;	        err8;	        err8
20250808;	113648;	1754633208.000;	        err8;	        err8
20250808;	113652;	1754633212.000;	        err8;	        err8
20250808;	113656;	1754633216.000;	        err8;	        err8
20250808;	113700;	1754633220.000;	        err8;	        err8
20250808;	113704;	1754633224.000;	        err8;	        err8
20250808;	113708;	1754633228.000;	        err8;	        err8
20250808;	113712;	1754633232.000;	        err8;	        err8
20250808;	113716;	1754633236.000;	        err8;	        err8
20250808;	113720;	1754633240.000;	        err8;	        err8
20250808;	113724;	1754633244.000;	        err8;	        err8
20250808;	113728;	1754633248.000;	        err8;	        err8
20250808;	113732;	1754633252.000;	        err8;	        err8
20250808;	113736;	1754633256.000;	        err8;	        err8
20250808;	113740;	1754633260.000;	        err8;	        err8
20250808;	113744;	1754633264.000;	        err8;	        err8
20250808;	113748;	1754633268.000;	        err8;	        err8
20250808;	113752;	1754633272.000;	        err8;	        err8
20250808;	113756;	1754633276.000;	        err8;	        err8
20250808;	113800;	1754633280.000;	        err8;	        err8
20250808;	113804;	1754633284.000;	        err8;	        err8
20250808;	113808;	1754633288.000;	        err8;	        err8
20250808;	113812;	1754633292.000;	        err8;	        err8
20250808;	113816;	1754633296.000;	        err8;	        err8
20250808;	113820;	1754633300.000;	        err8;	        err8
20250808;	113824;	1754633304.000;	        err8;	        err8
20250808;	113828;	1754633308.000;	        err8;	        err8
20250808;	113832;	1754633312.000;	        err8;	        err8
20250808;	113836;	1754633316.000;	        err8;	        err8
20250808;	113840;	1754633320.000;	        err8;	        err8
20250808;	113844;	1754633324.000;	        err8;	        err8
20250808;	113848;	1754633328.000;	        err8;	        err8
20250808;	113852;	1754633332.000;	        err8;	        err8
20250808;	113856;	1754633336.000;	        err8;	        err8
20250808;	113900;	1754633340.000;	        err8;	        err8
20250808;	113904;	1754633344.000;	        err8;	        err8
20250808;	113908;	1754633348.000;	        err8;	        err8
20250808;	113912;	1754633352.000;	        err8;	        err8
20250808;	113916;	1754633356.000;	        err8;	        err8
20250808;	113920;	1754633360.000;	        err8;	        err8
20250808;	113924;	1754633364.000;	        err8;	        err8
20250808;	113928;	1754633368.000;	        err8;	        err8
20250808;	113932;	1754633372.000;	        err8;	        err8
20250808;	113936;	1754633376.000;	        err8;	        err8
20250808;	113940;	1754633380.000;	        err8;	        err8
20250808;	113944;	1754633384.000;	        err8;	        err8
20250808;	113948;	1754633388.000;	        err8;	        err8
20250808;	113952;	1754633392.000;	        err8;	        err8
20250808;	113956;	1754633396.000;	        err8;	        err8
20250808;	114000;	1754633400.000;	        err8;	        err8
20250808;	114004;	1754633404.000;	        err8;	        err8
20250808;	114008;	1754633408.000;	        err8;	        err8
20250808;	114012;	1754633412.000;	        err8;	        err8
20250808;	114016;	1754633416.000;	        err8;	        err8
20250808;	114020;	1754633420.000;	        err8;	        err8
20250808;	114024;	1754633424.000;	        err8;	        err8
20250808;	114028;	1754633428.000;	        err8;	        err8
20250808;	114032;	1754633432.000;	        err8;	        err8
20250808;	114036;	1754633436.000;	        err8;	        err8
20250808;	114040;	1754633440.000;	        err8;	        err8
20250808;	114044;	1754633444.000;	        err8;	        err8
20250808;	114048;	1754633448.000;	        err8;	        err8
20250808;	114052;	1754633452.000;	        err8;	        err8
20250808;	114056;	1754633456.000;	        err8;	        err8
20250808;	114100;	1754633460.000;	        err8;	        err8
20250808;	114104;	1754633464.000;	        err8;	        err8
20250808;	114108;	1754633468.000;	        err8;	        err8
20250808;	114112;	1754633472.000;	        err8;	        err8
20250808;	114116;	1754633476.000;	        err8;	        err8
20250808;	114120;	1754633480.000;	        err8;	        err8
20250808;	114124;	1754633484.000;	        err8;	        err8
20250808;	114128;	1754633488.000;	        err8;	        err8
20250808;	114132;	1754633492.000;	        err8;	        err8
20250808;	114136;	1754633496.000;	        err8;	        err8
20250808;	114140;	1754633500.000;	        err8;	        err8
20250808;	114144;	1754633504.000;	        err8;	        err8
20250808;	114148;	1754633508.000;	        err8;	        err8
20250808;	114152;	1754633512.000;	        err8;	        err8
20250808;	114156;	1754633516.000;	        err8;	        err8
20250808;	114200;	1754633520.000;	        err8;	        err8
20250808;	114204;	1754633524.000;	        err8;	        err8
20250808;	114208;	1754633528.000;	        err8;	        err8
20250808;	114212;	1754633532.000;	        err8;	        err8
20250808;	114216;	1754633536.000;	        err8;	        err8
20250808;	114220;	1754633540.000;	        err8;	        err8
20250808;	114224;	1754633544.000;	        err8;	        err8
20250808;	114228;	1754633548.000;	        err8;	        err8
20250808;	114232;	1754633552.000;	        err8;	        err8
20250808;	114236;	1754633556.000;	        err8;	        err8
20250808;	114240;	1754633560.000;	        err8;	        err8
20250808;	114244;	1754633564.000;	        err8;	        err8
20250808;	114248;	1754633568.000;	        err8;	        err8
20250808;	114252;	1754633572.000;	        err8;	        err8
20250808;	114256;	1754633576.000;	        err8;	        err8
20250808;	114300;	1754633580.000;	        err8;	        err8
20250808;	114304;	1754633584.000;	        err8;	        err8
20250808;	114308;	1754633588.000;	        err8;	        err8
20250808;	114312;	1754633592.000;	        err8;	        err8
20250808;	114316;	1754633596.000;	        err8;	        err8
20250808;	114320;	1754633600.000;	        err8;	        err8
20250808;	114324;	1754633604.000;	        err8;	        err8
20250808;	114328;	1754633608.000;	        err8;	        err8
20250808;	114332;	1754633612.000;	        err8;	        err8
20250808;	114336;	1754633616.000;	        err8;	        err8
20250808;	114340;	1754633620.000;	        err8;	        err8
20250808;	114344;	1754633624.000;	        err8;	        err8
20250808;	114348;	1754633628.000;	        err8;	        err8
20250808;	114352;	1754633632.000;	        err8;	        err8
20250808;	114356;	1754633636.000;	        err8;	        err8
20250808;	114400;	1754633640.000;	        err8;	        err8
20250808;	114404;	1754633644.000;	        err8;	        err8
20250808;	114408;	1754633648.000;	        err8;	        err8
20250808;	114412;	1754633652.000;	        err8;	        err8
20250808;	114416;	1754633656.000;	        err8;	        err8
20250808;	114420;	1754633660.000;	        err8;	        err8
20250808;	114424;	1754633664.000;	        err8;	        err8
20250808;	114428;	1754633668.000;	        err8;	        err8
20250808;	114432;	1754633672.000;	        err8;	        err8
20250808;	114436;	1754633676.000;	        err8;	        err8
20250808;	114440;	1754633680.000;	        err8;	        err8
20250808;	114444;	1754633684.000;	        err8;	        err8
20250808;	114448;	1754633688.000;	        err8;	        err8
20250808;	114452;	1754633692.000;	        err8;	        err8
20250808;	114456;	1754633696.000;	        err8;	        err8
20250808;	114500;	1754633700.000;	        err8;	        err8
20250808;	114504;	1754633704.000;	        err8;	        err8
20250808;	114508;	1754633708.000;	        err8;	        err8
20250808;	114512;	1754633712.000;	        err8;	        err8
20250808;	114516;	1754633716.000;	        err8;	        err8
20250808;	114520;	1754633720.000;	        err8;	        err8
20250808;	114524;	1754633724.000;	        err8;	        err8
20250808;	114528;	1754633728.000;	        err8;	        err8
20250808;	114532;	1754633732.000;	        err8;	        err8
20250808;	114536;	1754633736.000;	        err8;	        err8
20250808;	114540;	1754633740.000;	        err8;	        err8
20250808;	114544;	1754633744.000;	        err8;	        err8
20250808;	114548;	1754633748.000;	        err8;	        err8
20250808;	114552;	1754633752.000;	        err8;	        err8
20250808;	114556;	1754633756.000;	        err8;	        err8
20250808;	114600;	1754633760.000;	        err8;	        err8
20250808;	114604;	1754633764.000;	        err8;	        err8
20250808;	114608;	1754633768.000;	        err8;	        err8
20250808;	114612;	1754633772.000;	        err8;	        err8
20250808;	114616;	1754633776.000;	        err8;	        err8
20250808;	114620;	1754633780.000;	        err8;	        err8
20250808;	114624;	1754633784.000;	        err8;	        err8
20250808;	114628;	1754633788.000;	        err8;	        err8
20250808;	114632;	1754633792.000;	        err8;	        err8
20250808;	114636;	1754633796.000;	        err8;	        err8
20250808;	114640;	1754633800.000;	        err8;	        err8
20250808;	114644;	1754633804.000;	        err8;	        err8
20250808;	114648;	1754633808.000;	        err8;	        err8
20250808;	114652;	1754633812.000;	        err8;	        err8
20250808;	114656;	1754633816.000;	        err8;	        err8
20250808;	114700;	1754633820.000;	        err8;	        err8
20250808;	114704;	1754633824.000;	        err8;	        err8
20250808;	114708;	1754633828.000;	        err8;	        err8
20250808;	114712;	1754633832.000;	        err8;	        err8
20250808;	114716;	1754633836.000;	        err8;	        err8
20250808;	114720;	1754633840.000;	        err8;	        err8
20250808;	114724;	1754633844.000;	        err8;	        err8
20250808;	114728;	1754633848.000;	        err8;	        err8
20250808;	114732;	1754633852.000;	        err8;	        err8
20250808;	114736;	1754633856.000;	        err8;	        err8
20250808;	114740;	1754633860.000;	        err8;	        err8
20250808;	114744;	1754633864.000;	        err8;	        err8
20250808;	114748;	1754633868.000;	        err8;	        err8
20250808;	114752;	1754633872.000;	        err8;	        err8
20250808;	114756;	1754633876.000;	        err8;	        err8
20250808;	114800;	1754633880.000;	        err8;	        err8
20250808;	114804;	1754633884.000;	        err8;	        err8
20250808;	114808;	1754633888.000;	        err8;	        err8
20250808;	114812;	1754633892.000;	        err8;	        err8
20250808;	114816;	1754633896.000;	        err8;	        err8
20250808;	114820;	1754633900.000;	        err8;	        err8
20250808;	114824;	1754633904.000;	        err8;	        err8
20250808;	114828;	1754633908.000;	        err8;	        err8
20250808;	114832;	1754633912.000;	        err8;	        err8
20250808;	114836;	1754633916.000;	        err8;	        err8
20250808;	114840;	1754633920.000;	        err8;	        err8
20250808;	114844;	1754633924.000;	        err8;	        err8
20250808;	114848;	1754633928.000;	        err8;	        err8
20250808;	114852;	1754633932.000;	        err8;	        err8
20250808;	114856;	1754633936.000;	        err8;	        err8
20250808;	114900;	1754633940.000;	        err8;	        err8
20250808;	114904;	1754633944.000;	        err8;	        err8
20250808;	114908;	1754633948.000;	        err8;	        err8
20250808;	114912;	1754633952.000;	        err8;	        err8
20250808;	114916;	1754633956.000;	        err8;	        err8
20250808;	114920;	1754633960.000;	        err8;	        err8
20250808;	114924;	1754633964.000;	        err8;	        err8
20250808;	114928;	1754633968.000;	        err8;	        err8
20250808;	114932;	1754633972.000;	        err8;	        err8
20250808;	114936;	1754633976.000;	        err8;	        err8
20250808;	114940;	1754633980.000;	        err8;	        err8
20250808;	114944;	1754633984.000;	        err8;	        err8
20250808;	114948;	1754633988.000;	        err8;	        err8
20250808;	114952;	1754633992.000;	        err8;	        err8
20250808;	114956;	1754633996.000;	        err8;	        err8
20250808;	115000;	1754634000.000;	        err8;	        err8
20250808;	115004;	1754634004.000;	        err8;	        err8
20250808;	115008;	1754634008.000;	        err8;	        err8
20250808;	115012;	1754634012.000;	        err8;	        err8
20250808;	115016;	1754634016.000;	        err8;	        err8
20250808;	115020;	1754634020.000;	        err8;	        err8
20250808;	115024;	1754634024.000;	        err8;	        err8
20250808;	115028;	1754634028.000;	        err8;	        err8
20250808;	115032;	1754634032.000;	        err8;	        err8
20250808;	115036;	1754634036.000;	        err8;	        err8
20250808;	115040;	1754634040.000;	        err8;	        err8
20250808;	115044;	1754634044.000;	        err8;	        err8
20250808;	115048;	1754634048.000;	        err8;	        err8
20250808;	115052;	1754634052.000;	        err8;	        err8
20250808;	115056;	1754634056.000;	        err8;	        err8
20250808;	115100;	1754634060.000;	        err8;	        err8
20250808;	115104;	1754634064.000;	        err8;	        err8
20250808;	115108;	1754634068.000;	        err8;	        err8
20250808;	115112;	1754634072.000;	        err8;	        err8
20250808;	115116;	1754634076.000;	        err8;	        err8
20250808;	115120;	1754634080.000;	        err8;	        err8
20250808;	115124;	1754634084.000;	        err8;	        err8
20250808;	115128;	1754634088.000;	        err8;	        err8
20250808;	115132;	1754634092.000;	        err8;	        err8
20250808;	115136;	1754634096.000;	        err8;	        err8
20250808;	115140;	1754634100.000;	        err8;	        err8
20250808;	115144;	1754634104.000;	        err8;	        err8
20250808;	115148;	1754634108.000;	        err8;	        err8
20250808;	115152;	1754634112.000;	        err8;	        err8
20250808;	115156;	1754634116.000;	        err8;	        err8
20250808;	115200;	1754634120.000;	        err8;	        err8
20250808;	115204;	1754634124.000;	        err8;	        err8
20250808;	115208;	1754634128.000;	        err8;	        err8
20250808;	115212;	1754634132.000;	        err8;	        err8
20250808;	115216;	1754634136.000;	        err8;	        err8
20250808;	115220;	1754634140.000;	        err8;	        err8
20250808;	115224;	1754634144.000;	        err8;	        err8
20250808;	115228;	1754634148.000;	        err8;	        err8
20250808;	115232;	1754634152.000;	        err8;	        err8
20250808;	115236;	1754634156.000;	        err8;	        err8
20250808;	115240;	1754634160.000;	        err8;	        err8
20250808;	115244;	1754634164.000;	        err8;	        err8
20250808;	115248;	1754634168.000;	        err8;	        err8
20250808;	115252;	1754634172.000;	        err8;	        err8
20250808;	115256;	1754634176.000;	        err8;	        err8
20250808;	115300;	1754634180.000;	        err8;	        err8
20250808;	115304;	1754634184.000;	        err8;	        err8
20250808;	115308;	1754634188.000;	        err8;	        err8
20250808;	115312;	1754634192.000;	        err8;	        err8
20250808;	115316;	1754634196.000;	        err8;	        err8
20250808;	115320;	1754634200.000;	        err8;	        err8
20250808;	115324;	1754634204.000;	        err8;	        err8
20250808;	115328;	1754634208.000;	        err8;	        err8
20250808;	115332;	1754634212.000;	        err8;	        err8
20250808;	115336;	1754634216.000;	        err8;	        err8
20250808;	115340;	1754634220.000;	        err8;	        err8
20250808;	115344;	1754634224.000;	        err8;	        err8
20250808;	115348;	1754634228.000;	        err8;	        err8
20250808;	115352;	1754634232.000;	        err8;	        err8
20250808;	115356;	1754634236.000;	        err8;	        err8
20250808;	115400;	1754634240.000;	        err8;	        err8
20250808;	115404;	1754634244.000;	        err8;	        err8
20250808;	115408;	1754634248.000;	        err8;	        err8
20250808;	115412;	1754634252.000;	        err8;	        err8
20250808;	115416;	1754634256.000;	        err8;	        err8
20250808;	115420;	1754634260.000;	        err8;	        err8
20250808;	115424;	1754634264.000;	        err8;	        err8
20250808;	115428;	1754634268.000;	        err8;	        err8
20250808;	115432;	1754634272.000;	        err8;	        err8
20250808;	115436;	1754634276.000;	        err8;	        err8
20250808;	115440;	1754634280.000;	        err8;	        err8
20250808;	115444;	1754634284.000;	        err8;	        err8
20250808;	115448;	1754634288.000;	        err8;	        err8
20250808;	115452;	1754634292.000;	        err8;	        err8
20250808;	115456;	1754634296.000;	        err8;	        err8
20250808;	115500;	1754634300.000;	        err8;	        err8
20250808;	115504;	1754634304.000;	        err8;	        err8
20250808;	115508;	1754634308.000;	        err8;	        err8
20250808;	115512;	1754634312.000;	        err8;	        err8
20250808;	115516;	1754634316.000;	        err8;	        err8
20250808;	115520;	1754634320.000;	        err8;	        err8
20250808;	115524;	1754634324.000;	        err8;	        err8
20250808;	115528;	1754634328.000;	        err8;	        err8
20250808;	115532;	1754634332.000;	        err8;	        err8
20250808;	115536;	1754634336.000;	        err8;	        err8
20250808;	115540;	1754634340.000;	        err8;	        err8
20250808;	115544;	1754634344.000;	        err8;	        err8
20250808;	115548;	1754634348.000;	        err8;	        err8
20250808;	115552;	1754634352.000;	        err8;	        err8
20250808;	115556;	1754634356.000;	        err8;	        err8
20250808;	115600;	1754634360.000;	        err8;	        err8
20250808;	115604;	1754634364.000;	        err8;	        err8
20250808;	115608;	1754634368.000;	        err8;	        err8
20250808;	115612;	1754634372.000;	        err8;	        err8
20250808;	115616;	1754634376.000;	        err8;	        err8
20250808;	115620;	1754634380.000;	        err8;	        err8
20250808;	115624;	1754634384.000;	        err8;	        err8
20250808;	115628;	1754634388.000;	        err8;	        err8
20250808;	115632;	1754634392.000;	        err8;	        err8
20250808;	115636;	1754634396.000;	        err8;	        err8
20250808;	115640;	1754634400.000;	        err8;	        err8
20250808;	115644;	1754634404.000;	        err8;	        err8
20250808;	115648;	1754634408.000;	        err8;	        err8
20250808;	115652;	1754634412.000;	        err8;	        err8
20250808;	115656;	1754634416.000;	        err8;	        err8
20250808;	115700;	1754634420.000;	        err8;	        err8
20250808;	115704;	1754634424.000;	        err8;	        err8
20250808;	115708;	1754634428.000;	        err8;	        err8
20250808;	115712;	1754634432.000;	        err8;	        err8
20250808;	115716;	1754634436.000;	        err8;	        err8
20250808;	115720;	1754634440.000;	        err8;	        err8
20250808;	115724;	1754634444.000;	        err8;	        err8
20250808;	115728;	1754634448.000;	        err8;	        err8
20250808;	115732;	1754634452.000;	        err8;	        err8
20250808;	115736;	1754634456.000;	        err8;	        err8
20250808;	115740;	1754634460.000;	        err8;	        err8
20250808;	115744;	1754634464.000;	        err8;	        err8
20250808;	115748;	1754634468.000;	        err8;	        err8
20250808;	115752;	1754634472.000;	        err8;	        err8
20250808;	115756;	1754634476.000;	        err8;	        err8
20250808;	115800;	1754634480.000;	        err8;	        err8
20250808;	115804;	1754634484.000;	        err8;	        err8
20250808;	115808;	1754634488.000;	        err8;	        err8
20250808;	115812;	1754634492.000;	        err8;	        err8
20250808;	115816;	1754634496.000;	        err8;	        err8
20250808;	115820;	1754634500.000;	        err8;	        err8
20250808;	115824;	1754634504.000;	        err8;	        err8
20250808;	115828;	1754634508.000;	        err8;	        err8
20250808;	115832;	1754634512.000;	        err8;	        err8
20250808;	115836;	1754634516.000;	        err8;	        err8
20250808;	115840;	1754634520.000;	        err8;	        err8
20250808;	115844;	1754634524.000;	        err8;	        err8
20250808;	115848;	1754634528.000;	        err8;	        err8
20250808;	115852;	1754634532.000;	        err8;	        err8
20250808;	115856;	1754634536.000;	        err8;	        err8
20250808;	115900;	1754634540.000;	        err8;	        err8
20250808;	115904;	1754634544.000;	        err8;	        err8
20250808;	115908;	1754634548.000;	        err8;	        err8
20250808;	115912;	1754634552.000;	        err8;	        err8
20250808;	115916;	1754634556.000;	        err8;	        err8
20250808;	115920;	1754634560.000;	        err8;	        err8
20250808;	115924;	1754634564.000;	        err8;	        err8
20250808;	115928;	1754634568.000;	        err8;	        err8
20250808;	115932;	1754634572.000;	        err8;	        err8
20250808;	115936;	1754634576.000;	        err8;	        err8
20250808;	115940;	1754634580.000;	        err8;	        err8
20250808;	115944;	1754634584.000;	        err8;	        err8
20250808;	115948;	1754634588.000;	        err8;	        err8
20250808;	115952;	1754634592.000;	        err8;	        err8
20250808;	115956;	1754634596.000;	        err8;	        err8
20250808;	120000;	1754634600.000;	        err8;	        err8
20250808;	120004;	1754634604.000;	        err8;	        err8
20250808;	120008;	1754634608.000;	        err8;	        err8
20250808;	120012;	1754634612.000;	        err8;	        err8
20250808;	120016;	1754634616.000;	        err8;	        err8
20250808;	120020;	1754634620.000;	        err8;	        err8
20250808;	120024;	1754634624.000;	        err8;	        err8
20250808;	120028;	1754634628.000;	        err8;	        err8
20250808;	120032;	1754634632.000;	        err8;	        err8
20250808;	120036;	1754634636.000;	        err8;	        err8
20250808;	120040;	1754634640.000;	        err8;	        err8
20250808;	120044;	1754634644.000;	        err8;	        err8
20250808;	120048;	1754634648.000;	        err8;	        err8
20250808;	120052;	1754634652.000;	        err8;	        err8
20250808;	120056;	1754634656.000;	        err8;	        err8
20250808;	120100;	1754634660.000;	        err8;	        err8
20250808;	120104;	1754634664.000;	        err8;	        err8
20250808;	120108;	1754634668.000;	        err8;	        err8
20250808;	120112;	1754634672.000;	        err8;	        err8
20250808;	120116;	1754634676.000;	        err8;	        err8
20250808;	120120;	1754634680.000;	        err8;	        err8
20250808;	120124;	1754634684.000;	        err8;	        err8
20250808;	120128;	1754634688.000;	        err8;	        err8
20250808;	120132;	1754634692.000;	        err8;	        err8
20250808;	120136;	1754634696.000;	        err8;	        err8
20250808;	120140;	1754634700.000;	        err8;	        err8
20250808;	120144;	1754634704.000;	        err8;	        err8
20250808;	120148;	1754634708.000;	        err8;	        err8
20250808;	120152;	1754634712.000;	        err8;	        err8
20250808;	120156;	1754634716.000;	        err8;	        err8
20250808;	120200;	1754634720.000;	        err8;	        err8
20250808;	120204;	1754634724.000;	        err8;	        err8
20250808;	120208;	1754634728.000;	        err8;	        err8
20250808;	120212;	1754634732.000;	        err8;	        err8
20250808;	120216;	1754634736.000;	        err8;	        err8
20250808;	120220;	1754634740.000;	        err8;	        err8
20250808;	120224;	1754634744.000;	        err8;	        err8
20250808;	120228;	1754634748.000;	        err8;	        err8
20250808;	120232;	1754634752.000;	        err8;	        err8
20250808;	120236;	1754634756.000;	        err8;	        err8
20250808;	120240;	1754634760.000;	        err8;	        err8
20250808;	120244;	1754634764.000;	        err8;	        err8
20250808;	120248;	1754634768.000;	        err8;	        err8
20250808;	120252;	1754634772.000;	        err8;	        err8
20250808;	120256;	1754634776.000;	        err8;	        err8
20250808;	120300;	1754634780.000;	        err8;	        err8
20250808;	120304;	1754634784.000;	        err8;	        err8
20250808;	120308;	1754634788.000;	        err8;	        err8
20250808;	120312;	1754634792.000;	        err8;	        err8
20250808;	120316;	1754634796.000;	        err8;	        err8
20250808;	120320;	1754634800.000;	        err8;	        err8
20250808;	120324;	1754634804.000;	        err8;	        err8
20250808;	120328;	1754634808.000;	        err8;	        err8
20250808;	120332;	1754634812.000;	        err8;	        err8
20250808;	120336;	1754634816.000;	        err8;	        err8
20250808;	120340;	1754634820.000;	        err8;	        err8
20250808;	120344;	1754634824.000;	        err8;	        err8
20250808;	120348;	1754634828.000;	        err8;	        err8
20250808;	120352;	1754634832.000;	        err8;	        err8
20250808;	120356;	1754634836.000;	        err8;	        err8
20250808;	120400;	1754634840.000;	        err8;	        err8
20250808;	120404;	1754634844.000;	        err8;	        err8
20250808;	120408;	1754634848.000;	        err8;	        err8
20250808;	120412;	1754634852.000;	        err8;	        err8
20250808;	120416;	1754634856.000;	        err8;	        err8
20250808;	120420;	1754634860.000;	        err8;	        err8
20250808;	120424;	1754634864.000;	        err8;	        err8
