#ies_format_version: 1.0
#file: 20250808_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	holding1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	holding2;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	holding1;	holding2
20250808;	123400;	1754636640.000;	       err32;	       err32
20250808;	123404;	1754636644.000;	       err32;	       err32
20250808;	123408;	1754636648.000;	       err32;	       err32
20250808;	123412;	1754636652.000;	       err32;	       err32
20250808;	123416;	1754636656.000;	       err32;	       err32
20250808;	123420;	1754636660.000;	       err32;	       err32
20250808;	123424;	1754636664.000;	       err32;	       err32
20250808;	123428;	1754636668.000;	       err32;	       err32
20250808;	123432;	1754636672.000;	       err32;	       err32
20250808;	123436;	1754636676.000;	       err32;	       err32
20250808;	123440;	1754636680.000;	       err32;	       err32
20250808;	123444;	1754636684.000;	       err32;	       err32
20250808;	123448;	1754636688.000;	       err32;	       err32
20250808;	123452;	1754636692.000;	       err32;	       err32
20250808;	123456;	1754636696.000;	       err32;	       err32
20250808;	123500;	1754636700.000;	       err32;	       err32
20250808;	123504;	1754636704.000;	       err32;	       err32
20250808;	123508;	1754636708.000;	       err32;	       err32
20250808;	123512;	1754636712.000;	       err32;	       err32
20250808;	123516;	1754636716.000;	       err32;	       err32
20250808;	123520;	1754636720.000;	       err32;	       err32
20250808;	123524;	1754636724.000;	       err32;	       err32
20250808;	123528;	1754636728.000;	       err32;	       err32
20250808;	123532;	1754636732.000;	       err32;	       err32
20250808;	123536;	1754636736.000;	       err32;	       err32
20250808;	123540;	1754636740.000;	       err32;	       err32
20250808;	123544;	1754636744.000;	       err32;	       err32
20250808;	123548;	1754636748.000;	       err32;	       err32
20250808;	123552;	1754636752.000;	       err32;	       err32
20250808;	123556;	1754636756.000;	       err32;	       err32
20250808;	123600;	1754636760.000;	       err32;	       err32
20250808;	123604;	1754636764.000;	       err32;	       err32
20250808;	123608;	1754636768.000;	       err32;	       err32
20250808;	123612;	1754636772.000;	       err32;	       err32
20250808;	123616;	1754636776.000;	       err32;	       err32
20250808;	123620;	1754636780.000;	       err32;	       err32
20250808;	123624;	1754636784.000;	       err32;	       err32
20250808;	123628;	1754636788.000;	       err32;	       err32
20250808;	123632;	1754636792.000;	       err32;	       err32
20250808;	123636;	1754636796.000;	       err32;	       err32
20250808;	123640;	1754636800.000;	       err32;	       err32
20250808;	123644;	1754636804.000;	       err32;	       err32
20250808;	123648;	1754636808.000;	       err32;	       err32
20250808;	123652;	1754636812.000;	       err32;	       err32
20250808;	123656;	1754636816.000;	       err32;	       err32
20250808;	123700;	1754636820.000;	       err32;	       err32
20250808;	123704;	1754636824.000;	       err32;	       err32
20250808;	123708;	1754636828.000;	       err32;	       err32
20250808;	123712;	1754636832.000;	       err32;	       err32
20250808;	123716;	1754636836.000;	       err32;	       err32
20250808;	123720;	1754636840.000;	       err32;	       err32
20250808;	123724;	1754636844.000;	       err32;	       err32
20250808;	123728;	1754636848.000;	       err32;	       err32
20250808;	123732;	1754636852.000;	       err32;	       err32
20250808;	123736;	1754636856.000;	       err32;	       err32
20250808;	123740;	1754636860.000;	       err32;	       err32
20250808;	123744;	1754636864.000;	       err32;	       err32
20250808;	123748;	1754636868.000;	       err32;	       err32
20250808;	123752;	1754636872.000;	       err32;	       err32
20250808;	123756;	1754636876.000;	       err32;	       err32
20250808;	123800;	1754636880.000;	       err32;	       err32
20250808;	123804;	1754636884.000;	       err32;	       err32
20250808;	123808;	1754636888.000;	       err32;	       err32
20250808;	123812;	1754636892.000;	       err32;	       err32
20250808;	123816;	1754636896.000;	       err32;	       err32
20250808;	123820;	1754636900.000;	       err32;	       err32
20250808;	123824;	1754636904.000;	       err32;	       err32
20250808;	123828;	1754636908.000;	       err32;	       err32
20250808;	123832;	1754636912.000;	       err32;	       err32
20250808;	123836;	1754636916.000;	       err32;	       err32
20250808;	123840;	1754636920.000;	       err32;	       err32
20250808;	123844;	1754636924.000;	       err32;	       err32
20250808;	123848;	1754636928.000;	       err32;	       err32
20250808;	123852;	1754636932.000;	       err32;	       err32
20250808;	123856;	1754636936.000;	       err32;	       err32
20250808;	123900;	1754636940.000;	       err32;	       err32
20250808;	123904;	1754636944.000;	       err32;	       err32
20250808;	123908;	1754636948.000;	       err32;	       err32
20250808;	123912;	1754636952.000;	       err32;	       err32
20250808;	123916;	1754636956.000;	       err32;	       err32
20250808;	123920;	1754636960.000;	       err32;	       err32
20250808;	123924;	1754636964.000;	       err32;	       err32
20250808;	123928;	1754636968.000;	       err32;	       err32
20250808;	123932;	1754636972.000;	       err32;	       err32
20250808;	123936;	1754636976.000;	       err32;	       err32
20250808;	123940;	1754636980.000;	       err32;	       err32
20250808;	123944;	1754636984.000;	       err32;	       err32
20250808;	123948;	1754636988.000;	       err32;	       err32
20250808;	123952;	1754636992.000;	       err32;	       err32
20250808;	123956;	1754636996.000;	       err32;	       err32
20250808;	124000;	1754637000.000;	       err32;	       err32
20250808;	124004;	1754637004.000;	       err32;	       err32
20250808;	124008;	1754637008.000;	       err32;	       err32
20250808;	124012;	1754637012.000;	       err32;	       err32
20250808;	124016;	1754637016.000;	       err32;	       err32
20250808;	124020;	1754637020.000;	       err32;	       err32
20250808;	124024;	1754637024.000;	       err32;	       err32
20250808;	124028;	1754637028.000;	       err32;	       err32
20250808;	124032;	1754637032.000;	       err32;	       err32
20250808;	124036;	1754637036.000;	       err32;	       err32
20250808;	124040;	1754637040.000;	       err32;	       err32
20250808;	124044;	1754637044.000;	       err32;	       err32
20250808;	124048;	1754637048.000;	       err32;	       err32
20250808;	124052;	1754637052.000;	       err32;	       err32
20250808;	124056;	1754637056.000;	       err32;	       err32
20250808;	124100;	1754637060.000;	       err32;	       err32
20250808;	124104;	1754637064.000;	       err32;	       err32
20250808;	124108;	1754637068.000;	       err32;	       err32
20250808;	124112;	1754637072.000;	       err32;	       err32
20250808;	124116;	1754637076.000;	       err32;	       err32
20250808;	124120;	1754637080.000;	       err32;	       err32
20250808;	124124;	1754637084.000;	       err32;	       err32
20250808;	124128;	1754637088.000;	       err32;	       err32
20250808;	124132;	1754637092.000;	       err32;	       err32
20250808;	124136;	1754637096.000;	       err32;	       err32
20250808;	124140;	1754637100.000;	       err32;	       err32
20250808;	124144;	1754637104.000;	       err32;	       err32
20250808;	124148;	1754637108.000;	       err32;	       err32
20250808;	124152;	1754637112.000;	       err32;	       err32
20250808;	124156;	1754637116.000;	       err32;	       err32
20250808;	124200;	1754637120.000;	       err32;	       err32
20250808;	124204;	1754637124.000;	       err32;	       err32
20250808;	124208;	1754637128.000;	       err32;	       err32
20250808;	124212;	1754637132.000;	       err32;	       err32
20250808;	124216;	1754637136.000;	       err32;	       err32
20250808;	124220;	1754637140.000;	       err32;	       err32
20250808;	124224;	1754637144.000;	       err32;	       err32
20250808;	124228;	1754637148.000;	       err32;	       err32
20250808;	124232;	1754637152.000;	       err32;	       err32
20250808;	124236;	1754637156.000;	       err32;	       err32
20250808;	124240;	1754637160.000;	       err32;	       err32
20250808;	124244;	1754637164.000;	       err32;	       err32
20250808;	124248;	1754637168.000;	       err32;	       err32
20250808;	124252;	1754637172.000;	       err32;	       err32
20250808;	124256;	1754637176.000;	       err32;	       err32
20250808;	124300;	1754637180.000;	       err32;	       err32
20250808;	124304;	1754637184.000;	       err32;	       err32
20250808;	124308;	1754637188.000;	       err32;	       err32
20250808;	124312;	1754637192.000;	       err32;	       err32
20250808;	124316;	1754637196.000;	       err32;	       err32
20250808;	124320;	1754637200.000;	       err32;	       err32
20250808;	124324;	1754637204.000;	       err32;	       err32
20250808;	124328;	1754637208.000;	       err32;	       err32
20250808;	124332;	1754637212.000;	       err32;	       err32
20250808;	124336;	1754637216.000;	       err32;	       err32
20250808;	124340;	1754637220.000;	       err32;	       err32
20250808;	124344;	1754637224.000;	       err32;	       err32
20250808;	124348;	1754637228.000;	       err32;	       err32
20250808;	124352;	1754637232.000;	       err32;	       err32
20250808;	124356;	1754637236.000;	       err32;	       err32
20250808;	124400;	1754637240.000;	       err32;	       err32
20250808;	124404;	1754637244.000;	       err32;	       err32
20250808;	124408;	1754637248.000;	       err32;	       err32
20250808;	124412;	1754637252.000;	       err32;	       err32
20250808;	124416;	1754637256.000;	       err32;	       err32
20250808;	124420;	1754637260.000;	       err32;	       err32
20250808;	124424;	1754637264.000;	       err32;	       err32
20250808;	124428;	1754637268.000;	       err32;	       err32
20250808;	124432;	1754637272.000;	       err32;	       err32
20250808;	124436;	1754637276.000;	       err32;	       err32
20250808;	124440;	1754637280.000;	       err32;	       err32
20250808;	124444;	1754637284.000;	       err32;	       err32
20250808;	124448;	1754637288.000;	       err32;	       err32
20250808;	124452;	1754637292.000;	       err32;	       err32
20250808;	124456;	1754637296.000;	       err32;	       err32
20250808;	124500;	1754637300.000;	       err32;	       err32
20250808;	124504;	1754637304.000;	       err32;	       err32
20250808;	124508;	1754637308.000;	       err32;	       err32
20250808;	124512;	1754637312.000;	       err32;	       err32
20250808;	124516;	1754637316.000;	       err32;	       err32
20250808;	124520;	1754637320.000;	       err32;	       err32
20250808;	124524;	1754637324.000;	       err32;	       err32
20250808;	124528;	1754637328.000;	       err32;	       err32
20250808;	124532;	1754637332.000;	       err32;	       err32
20250808;	124536;	1754637336.000;	       err32;	       err32
20250808;	124540;	1754637340.000;	       err32;	       err32
20250808;	124544;	1754637344.000;	       err32;	       err32
20250808;	124548;	1754637348.000;	       err32;	       err32
20250808;	124552;	1754637352.000;	       err32;	       err32
20250808;	124556;	1754637356.000;	       err32;	       err32
20250808;	124600;	1754637360.000;	       err32;	       err32
20250808;	124604;	1754637364.000;	       err32;	       err32
20250808;	124608;	1754637368.000;	       err32;	       err32
20250808;	124612;	1754637372.000;	       err32;	       err32
20250808;	124616;	1754637376.000;	       err32;	       err32
20250808;	124620;	1754637380.000;	       err32;	       err32
20250808;	124624;	1754637384.000;	       err32;	       err32
20250808;	124628;	1754637388.000;	       err32;	       err32
20250808;	124632;	1754637392.000;	       err32;	       err32
20250808;	124636;	1754637396.000;	       err32;	       err32
20250808;	124640;	1754637400.000;	       err32;	       err32
20250808;	124644;	1754637404.000;	       err32;	       err32
20250808;	124648;	1754637408.000;	       err32;	       err32
20250808;	124652;	1754637412.000;	       err32;	       err32
20250808;	124656;	1754637416.000;	       err32;	       err32
20250808;	124700;	1754637420.000;	       err32;	       err32
20250808;	124704;	1754637424.000;	       err32;	       err32
20250808;	124708;	1754637428.000;	       err32;	       err32
20250808;	124712;	1754637432.000;	       err32;	       err32
20250808;	124716;	1754637436.000;	       err32;	       err32
20250808;	124720;	1754637440.000;	       err32;	       err32
20250808;	124724;	1754637444.000;	       err32;	       err32
20250808;	124728;	1754637448.000;	       err32;	       err32
20250808;	124732;	1754637452.000;	       err32;	       err32
20250808;	124736;	1754637456.000;	       err32;	       err32
20250808;	124740;	1754637460.000;	       err32;	       err32
20250808;	124744;	1754637464.000;	       err32;	       err32
20250808;	124748;	1754637468.000;	       err32;	       err32
20250808;	124752;	1754637472.000;	       err32;	       err32
20250808;	124756;	1754637476.000;	       err32;	       err32
20250808;	124800;	1754637480.000;	       err32;	       err32
20250808;	124804;	1754637484.000;	       err32;	       err32
20250808;	124808;	1754637488.000;	       err32;	       err32
20250808;	124812;	1754637492.000;	       err32;	       err32
20250808;	124816;	1754637496.000;	       err32;	       err32
20250808;	124820;	1754637500.000;	       err32;	       err32
20250808;	124824;	1754637504.000;	       err32;	       err32
20250808;	124828;	1754637508.000;	       err32;	       err32
20250808;	124832;	1754637512.000;	       err32;	       err32
20250808;	124836;	1754637516.000;	       err32;	       err32
20250808;	124840;	1754637520.000;	       err32;	       err32
20250808;	124844;	1754637524.000;	       err32;	       err32
20250808;	124848;	1754637528.000;	       err32;	       err32
20250808;	124852;	1754637532.000;	       err32;	       err32
20250808;	124856;	1754637536.000;	       err32;	       err32
20250808;	124900;	1754637540.000;	       err32;	       err32
20250808;	124904;	1754637544.000;	       err32;	       err32
20250808;	124908;	1754637548.000;	       err32;	       err32
20250808;	124912;	1754637552.000;	       err32;	       err32
20250808;	124916;	1754637556.000;	       err32;	       err32
20250808;	124920;	1754637560.000;	       err32;	       err32
20250808;	124924;	1754637564.000;	       err32;	       err32
20250808;	124928;	1754637568.000;	       err32;	       err32
20250808;	124932;	1754637572.000;	       err32;	       err32
20250808;	124936;	1754637576.000;	       err32;	       err32
20250808;	124940;	1754637580.000;	       err32;	       err32
20250808;	124944;	1754637584.000;	       err32;	       err32
20250808;	124948;	1754637588.000;	       err32;	       err32
20250808;	124952;	1754637592.000;	       err32;	       err32
20250808;	124956;	1754637596.000;	       err32;	       err32
20250808;	125000;	1754637600.000;	       err32;	       err32
20250808;	125004;	1754637604.000;	       err32;	       err32
20250808;	125008;	1754637608.000;	       err32;	       err32
20250808;	125012;	1754637612.000;	       err32;	       err32
20250808;	125016;	1754637616.000;	       err32;	       err32
20250808;	125020;	1754637620.000;	       err32;	       err32
20250808;	125024;	1754637624.000;	       err32;	       err32
20250808;	125028;	1754637628.000;	       err32;	       err32
20250808;	125032;	1754637632.000;	       err32;	       err32
20250808;	125036;	1754637636.000;	       err32;	       err32
20250808;	125040;	1754637640.000;	       err32;	       err32
20250808;	125044;	1754637644.000;	       err32;	       err32
20250808;	125048;	1754637648.000;	       err32;	       err32
20250808;	125052;	1754637652.000;	       err32;	       err32
20250808;	125056;	1754637656.000;	       err32;	       err32
20250808;	125100;	1754637660.000;	       err32;	       err32
20250808;	125104;	1754637664.000;	       err32;	       err32
20250808;	125108;	1754637668.000;	       err32;	       err32
20250808;	125112;	1754637672.000;	       err32;	       err32
20250808;	125116;	1754637676.000;	       err32;	       err32
20250808;	125120;	1754637680.000;	       err32;	       err32
20250808;	125124;	1754637684.000;	       err32;	       err32
20250808;	125128;	1754637688.000;	       err32;	       err32
20250808;	125132;	1754637692.000;	       err32;	       err32
20250808;	125136;	1754637696.000;	       err32;	       err32
20250808;	125140;	1754637700.000;	       err32;	       err32
20250808;	125144;	1754637704.000;	       err32;	       err32
20250808;	125148;	1754637708.000;	       err32;	       err32
20250808;	125152;	1754637712.000;	       err32;	       err32
20250808;	125156;	1754637716.000;	       err32;	       err32
20250808;	125200;	1754637720.000;	       err32;	       err32
20250808;	125204;	1754637724.000;	       err32;	       err32
20250808;	125208;	1754637728.000;	       err32;	       err32
20250808;	125212;	1754637732.000;	       err32;	       err32
20250808;	125216;	1754637736.000;	       err32;	       err32
20250808;	125220;	1754637740.000;	       err32;	       err32
20250808;	125224;	1754637744.000;	       err32;	       err32
20250808;	125228;	1754637748.000;	       err32;	       err32
20250808;	125232;	1754637752.000;	       err32;	       err32
20250808;	125236;	1754637756.000;	       err32;	       err32
20250808;	125240;	1754637760.000;	       err32;	       err32
20250808;	125244;	1754637764.000;	       err32;	       err32
20250808;	125248;	1754637768.000;	       err32;	       err32
20250808;	125252;	1754637772.000;	       err32;	       err32
20250808;	125256;	1754637776.000;	       err32;	       err32
20250808;	125300;	1754637780.000;	       err32;	       err32
20250808;	125304;	1754637784.000;	       err32;	       err32
20250808;	125308;	1754637788.000;	       err32;	       err32
20250808;	125312;	1754637792.000;	       err32;	       err32
20250808;	125316;	1754637796.000;	       err32;	       err32
20250808;	125320;	1754637800.000;	       err32;	       err32
20250808;	125324;	1754637804.000;	       err32;	       err32
20250808;	125328;	1754637808.000;	       err32;	       err32
20250808;	125332;	1754637812.000;	       err32;	       err32
20250808;	125336;	1754637816.000;	       err32;	       err32
20250808;	125340;	1754637820.000;	       err32;	       err32
20250808;	125344;	1754637824.000;	       err32;	       err32
20250808;	125348;	1754637828.000;	       err32;	       err32
20250808;	125352;	1754637832.000;	       err32;	       err32
20250808;	125356;	1754637836.000;	       err32;	       err32
20250808;	125400;	1754637840.000;	       err32;	       err32
20250808;	125404;	1754637844.000;	       err32;	       err32
20250808;	125408;	1754637848.000;	       err32;	       err32
20250808;	125412;	1754637852.000;	       err32;	       err32
20250808;	125416;	1754637856.000;	       err32;	       err32
20250808;	125420;	1754637860.000;	       err32;	       err32
20250808;	125424;	1754637864.000;	       err32;	       err32
20250808;	125428;	1754637868.000;	       err32;	       err32
20250808;	125432;	1754637872.000;	       err32;	       err32
20250808;	125436;	1754637876.000;	       err32;	       err32
20250808;	125440;	1754637880.000;	       err32;	       err32
20250808;	125444;	1754637884.000;	       err32;	       err32
20250808;	125448;	1754637888.000;	       err32;	       err32
20250808;	125452;	1754637892.000;	       err32;	       err32
20250808;	125456;	1754637896.000;	       err32;	       err32
20250808;	125500;	1754637900.000;	       err32;	       err32
20250808;	125504;	1754637904.000;	       err32;	       err32
20250808;	125508;	1754637908.000;	       err32;	       err32
20250808;	125512;	1754637912.000;	       err32;	       err32
20250808;	125516;	1754637916.000;	       err32;	       err32
20250808;	125520;	1754637920.000;	       err32;	       err32
20250808;	125524;	1754637924.000;	       err32;	       err32
20250808;	125528;	1754637928.000;	       err32;	       err32
20250808;	125532;	1754637932.000;	       err32;	       err32
20250808;	125536;	1754637936.000;	       err32;	       err32
20250808;	125540;	1754637940.000;	       err32;	       err32
20250808;	125544;	1754637944.000;	       err32;	       err32
20250808;	125548;	1754637948.000;	       err32;	       err32
20250808;	125552;	1754637952.000;	       err32;	       err32
20250808;	125556;	1754637956.000;	       err32;	       err32
20250808;	125600;	1754637960.000;	       err32;	       err32
20250808;	125604;	1754637964.000;	       err32;	       err32
20250808;	125608;	1754637968.000;	       err32;	       err32
20250808;	125612;	1754637972.000;	       err32;	       err32
20250808;	125616;	1754637976.000;	       err32;	       err32
20250808;	125620;	1754637980.000;	       err32;	       err32
20250808;	125624;	1754637984.000;	       err32;	       err32
20250808;	125628;	1754637988.000;	       err32;	       err32
20250808;	125632;	1754637992.000;	       err32;	       err32
20250808;	125636;	1754637996.000;	       err32;	       err32
20250808;	125640;	1754638000.000;	       err32;	       err32
20250808;	125644;	1754638004.000;	       err32;	       err32
20250808;	125648;	1754638008.000;	       err32;	       err32
20250808;	125652;	1754638012.000;	       err32;	       err32
20250808;	125656;	1754638016.000;	       err32;	       err32
20250808;	125700;	1754638020.000;	       err32;	       err32
20250808;	125704;	1754638024.000;	       err32;	       err32
20250808;	125708;	1754638028.000;	       err32;	       err32
20250808;	125712;	1754638032.000;	       err32;	       err32
20250808;	125716;	1754638036.000;	       err32;	       err32
20250808;	125720;	1754638040.000;	       err32;	       err32
20250808;	125724;	1754638044.000;	       err32;	       err32
20250808;	125728;	1754638048.000;	       err32;	       err32
20250808;	125732;	1754638052.000;	       err32;	       err32
20250808;	125736;	1754638056.000;	       err32;	       err32
20250808;	125740;	1754638060.000;	       err32;	       err32
20250808;	125744;	1754638064.000;	       err32;	       err32
20250808;	125748;	1754638068.000;	       err32;	       err32
20250808;	125752;	1754638072.000;	       err32;	       err32
20250808;	125756;	1754638076.000;	       err32;	       err32
20250808;	125800;	1754638080.000;	       err32;	       err32
20250808;	125804;	1754638084.000;	       err32;	       err32
20250808;	125808;	1754638088.000;	       err32;	       err32
20250808;	125812;	1754638092.000;	       err32;	       err32
20250808;	125816;	1754638096.000;	       err32;	       err32
20250808;	125820;	1754638100.000;	       err32;	       err32
20250808;	125824;	1754638104.000;	       err32;	       err32
20250808;	125828;	1754638108.000;	       err32;	       err32
20250808;	125832;	1754638112.000;	       err32;	       err32
20250808;	125836;	1754638116.000;	       err32;	       err32
20250808;	125840;	1754638120.000;	       err32;	       err32
20250808;	125844;	1754638124.000;	       err32;	       err32
20250808;	125848;	1754638128.000;	       err32;	       err32
20250808;	125852;	1754638132.000;	       err32;	       err32
20250808;	125856;	1754638136.000;	       err32;	       err32
20250808;	125900;	1754638140.000;	       err32;	       err32
20250808;	125904;	1754638144.000;	       err32;	       err32
20250808;	125908;	1754638148.000;	       err32;	       err32
20250808;	125912;	1754638152.000;	       err32;	       err32
20250808;	125916;	1754638156.000;	       err32;	       err32
20250808;	125920;	1754638160.000;	       err32;	       err32
20250808;	125924;	1754638164.000;	       err32;	       err32
20250808;	125928;	1754638168.000;	       err32;	       err32
20250808;	125932;	1754638172.000;	       err32;	       err32
20250808;	125936;	1754638176.000;	       err32;	       err32
20250808;	125940;	1754638180.000;	       err32;	       err32
20250808;	125944;	1754638184.000;	       err32;	       err32
20250808;	125948;	1754638188.000;	       err32;	       err32
20250808;	125952;	1754638192.000;	       err32;	       err32
20250808;	125956;	1754638196.000;	       err32;	       err32
20250808;	130000;	1754638200.000;	       err32;	       err32
20250808;	130004;	1754638204.000;	       err32;	       err32
20250808;	130008;	1754638208.000;	       err32;	       err32
20250808;	130012;	1754638212.000;	       err32;	       err32
20250808;	130016;	1754638216.000;	       err32;	       err32
20250808;	130020;	1754638220.000;	       err32;	       err32
20250808;	130024;	1754638224.000;	       err32;	       err32
20250808;	130028;	1754638228.000;	       err32;	       err32
20250808;	130032;	1754638232.000;	       err32;	       err32
20250808;	130036;	1754638236.000;	       err32;	       err32
20250808;	130040;	1754638240.000;	       err32;	       err32
20250808;	130044;	1754638244.000;	       err32;	       err32
20250808;	130048;	1754638248.000;	       err32;	       err32
20250808;	130052;	1754638252.000;	       err32;	       err32
20250808;	130056;	1754638256.000;	       err32;	       err32
20250808;	130100;	1754638260.000;	       err32;	       err32
20250808;	130104;	1754638264.000;	       err32;	       err32
20250808;	130108;	1754638268.000;	       err32;	       err32
20250808;	130112;	1754638272.000;	       err32;	       err32
20250808;	130116;	1754638276.000;	       err32;	       err32
20250808;	130120;	1754638280.000;	       err32;	       err32
20250808;	130124;	1754638284.000;	       err32;	       err32
20250808;	130128;	1754638288.000;	       err32;	       err32
20250808;	130132;	1754638292.000;	       err32;	       err32
20250808;	130136;	1754638296.000;	       err32;	       err32
20250808;	130140;	1754638300.000;	       err32;	       err32
20250808;	130144;	1754638304.000;	       err32;	       err32
20250808;	130148;	1754638308.000;	       err32;	       err32
20250808;	130152;	1754638312.000;	       err32;	       err32
20250808;	130156;	1754638316.000;	       err32;	       err32
20250808;	130200;	1754638320.000;	       err32;	       err32
20250808;	130204;	1754638324.000;	       err32;	       err32
20250808;	130208;	1754638328.000;	       err32;	       err32
20250808;	130212;	1754638332.000;	       err32;	       err32
20250808;	130216;	1754638336.000;	       err32;	       err32
20250808;	130220;	1754638340.000;	       err32;	       err32
20250808;	130224;	1754638344.000;	       err32;	       err32
20250808;	130228;	1754638348.000;	       err32;	       err32
20250808;	130232;	1754638352.000;	       err32;	       err32
20250808;	130236;	1754638356.000;	       err32;	       err32
20250808;	130240;	1754638360.000;	       err32;	       err32
20250808;	130244;	1754638364.000;	       err32;	       err32
20250808;	130248;	1754638368.000;	       err32;	       err32
20250808;	130252;	1754638372.000;	       err32;	       err32
20250808;	130256;	1754638376.000;	       err32;	       err32
20250808;	130300;	1754638380.000;	       err32;	       err32
20250808;	130304;	1754638384.000;	       err32;	       err32
20250808;	130308;	1754638388.000;	       err32;	       err32
20250808;	130312;	1754638392.000;	       err32;	       err32
20250808;	130316;	1754638396.000;	       err32;	       err32
20250808;	130320;	1754638400.000;	       err32;	       err32
20250808;	130324;	1754638404.000;	       err32;	       err32
20250808;	130328;	1754638408.000;	       err32;	       err32
20250808;	130332;	1754638412.000;	       err32;	       err32
20250808;	130336;	1754638416.000;	       err32;	       err32
20250808;	130340;	1754638420.000;	       err32;	       err32
20250808;	130344;	1754638424.000;	       err32;	       err32
20250808;	130348;	1754638428.000;	       err32;	       err32
20250808;	130352;	1754638432.000;	       err32;	       err32
20250808;	130356;	1754638436.000;	       err32;	       err32
20250808;	130400;	1754638440.000;	       err32;	       err32
20250808;	130404;	1754638444.000;	       err32;	       err32
20250808;	130408;	1754638448.000;	       err32;	       err32
20250808;	130412;	1754638452.000;	       err32;	       err32
20250808;	130416;	1754638456.000;	       err32;	       err32
20250808;	130420;	1754638460.000;	       err32;	       err32
20250808;	130424;	1754638464.000;	       err32;	       err32
20250808;	130428;	1754638468.000;	       err32;	       err32
20250808;	130432;	1754638472.000;	        err8;	        err8
20250808;	130436;	1754638476.000;	        err8;	        err8
20250808;	130440;	1754638480.000;	        err8;	        err8
20250808;	130444;	1754638484.000;	        err8;	        err8
20250808;	130448;	1754638488.000;	        err8;	        err8
20250808;	130452;	1754638492.000;	        err8;	        err8
20250808;	130456;	1754638496.000;	        err8;	        err8
20250808;	130500;	1754638500.000;	        err8;	        err8
20250808;	130504;	1754638504.000;	        err8;	        err8
20250808;	130508;	1754638508.000;	        err8;	        err8
20250808;	130512;	1754638512.000;	        err8;	        err8
20250808;	130516;	1754638516.000;	        err8;	        err8
20250808;	130520;	1754638520.000;	        err8;	        err8
20250808;	130524;	1754638524.000;	        err8;	        err8
20250808;	130528;	1754638528.000;	        err8;	        err8
20250808;	130532;	1754638532.000;	        err8;	        err8
20250808;	130536;	1754638536.000;	        err8;	        err8
20250808;	130540;	1754638540.000;	        err8;	        err8
20250808;	130544;	1754638544.000;	        err8;	        err8
20250808;	130548;	1754638548.000;	        err8;	        err8
20250808;	130552;	1754638552.000;	        err8;	        err8
20250808;	130556;	1754638556.000;	        err8;	        err8
20250808;	130600;	1754638560.000;	        err8;	        err8
20250808;	130604;	1754638564.000;	        err8;	        err8
20250808;	130608;	1754638568.000;	        err8;	        err8
20250808;	130612;	1754638572.000;	        err8;	        err8
20250808;	130616;	1754638576.000;	        err8;	        err8
20250808;	130620;	1754638580.000;	        err8;	        err8
20250808;	130624;	1754638584.000;	        err8;	        err8
20250808;	130628;	1754638588.000;	        err8;	        err8
20250808;	130632;	1754638592.000;	        err8;	        err8
20250808;	130636;	1754638596.000;	        err8;	        err8
20250808;	130640;	1754638600.000;	        err8;	        err8
20250808;	130644;	1754638604.000;	        err8;	        err8
20250808;	130648;	1754638608.000;	        err8;	        err8
20250808;	130652;	1754638612.000;	        err8;	        err8
20250808;	130656;	1754638616.000;	        err8;	        err8
20250808;	130700;	1754638620.000;	        err8;	        err8
20250808;	130704;	1754638624.000;	        err8;	        err8
20250808;	130708;	1754638628.000;	        err8;	        err8
20250808;	130712;	1754638632.000;	        err8;	        err8
20250808;	130716;	1754638636.000;	        err8;	        err8
20250808;	130720;	1754638640.000;	        err8;	        err8
20250808;	130724;	1754638644.000;	        err8;	        err8
20250808;	130728;	1754638648.000;	        err8;	        err8
20250808;	130732;	1754638652.000;	        err8;	        err8
20250808;	130736;	1754638656.000;	        err8;	        err8
20250808;	130740;	1754638660.000;	        err8;	        err8
20250808;	130744;	1754638664.000;	        err8;	        err8
20250808;	130748;	1754638668.000;	        err8;	        err8
20250808;	130752;	1754638672.000;	        err8;	        err8
20250808;	130756;	1754638676.000;	        err8;	        err8
20250808;	130800;	1754638680.000;	        err8;	        err8
20250808;	130804;	1754638684.000;	        err8;	        err8
20250808;	130808;	1754638688.000;	        err8;	        err8
20250808;	130812;	1754638692.000;	        err8;	        err8
20250808;	130816;	1754638696.000;	        err8;	        err8
20250808;	130820;	1754638700.000;	        err8;	        err8
20250808;	130824;	1754638704.000;	        err8;	        err8
20250808;	130828;	1754638708.000;	        err8;	        err8
20250808;	130832;	1754638712.000;	        err8;	        err8
20250808;	130836;	1754638716.000;	        err8;	        err8
20250808;	130840;	1754638720.000;	        err8;	        err8
20250808;	130844;	1754638724.000;	       err32;	       err32
20250808;	130848;	1754638728.000;	       err32;	       err32
20250808;	130852;	1754638732.000;	       err32;	       err32
