#ies_format_version: 1.0
#file: 20250809_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	holding1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	holding2;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	holding1;	holding2
20250809;	105236;	1754716956.000;	        err8;	        err8
20250809;	105240;	1754716960.000;	        err8;	        err8
20250809;	105244;	1754716964.000;	        err8;	        err8
20250809;	105248;	1754716968.000;	        err8;	        err8
20250809;	105252;	1754716972.000;	        err8;	        err8
20250809;	105256;	1754716976.000;	        err8;	        err8
20250809;	105300;	1754716980.000;	        err8;	        err8
20250809;	105304;	1754716984.000;	        err8;	        err8
20250809;	105308;	1754716988.000;	        err8;	        err8
20250809;	105312;	1754716992.000;	        err8;	        err8
20250809;	105316;	1754716996.000;	        err8;	        err8
20250809;	105320;	1754717000.000;	        err8;	        err8
20250809;	105324;	1754717004.000;	        err8;	        err8
20250809;	105328;	1754717008.000;	        err8;	        err8
20250809;	105332;	1754717012.000;	        err8;	        err8
20250809;	105336;	1754717016.000;	        err8;	        err8
20250809;	105340;	1754717020.000;	        err8;	        err8
20250809;	105344;	1754717024.000;	        err8;	        err8
20250809;	105348;	1754717028.000;	        err8;	        err8
20250809;	105352;	1754717032.000;	        err8;	        err8
20250809;	105356;	1754717036.000;	        err8;	        err8
20250809;	105400;	1754717040.000;	        err8;	        err8
20250809;	105404;	1754717044.000;	        err8;	        err8
20250809;	105408;	1754717048.000;	        err8;	        err8
20250809;	105412;	1754717052.000;	        err8;	        err8
20250809;	105416;	1754717056.000;	        err8;	        err8
20250809;	105420;	1754717060.000;	        err8;	        err8
20250809;	105424;	1754717064.000;	        err8;	        err8
20250809;	105428;	1754717068.000;	        err8;	        err8
20250809;	105432;	1754717072.000;	        err8;	        err8
20250809;	105436;	1754717076.000;	        err8;	        err8
20250809;	105440;	1754717080.000;	        err8;	        err8
20250809;	105444;	1754717084.000;	        err8;	        err8
20250809;	105448;	1754717088.000;	        err8;	        err8
20250809;	105452;	1754717092.000;	        err8;	        err8
20250809;	105456;	1754717096.000;	        err8;	        err8
20250809;	105500;	1754717100.000;	        err8;	        err8
20250809;	105504;	1754717104.000;	        err8;	        err8
20250809;	105508;	1754717108.000;	        err8;	        err8
20250809;	105512;	1754717112.000;	        err8;	        err8
20250809;	105516;	1754717116.000;	        err8;	        err8
20250809;	105520;	1754717120.000;	        err8;	        err8
20250809;	105524;	1754717124.000;	        err8;	        err8
20250809;	105528;	1754717128.000;	        err8;	        err8
20250809;	105532;	1754717132.000;	        err8;	        err8
20250809;	105536;	1754717136.000;	        err8;	        err8
20250809;	105540;	1754717140.000;	        err8;	        err8
20250809;	105544;	1754717144.000;	        err8;	        err8
20250809;	105548;	1754717148.000;	        err8;	        err8
20250809;	105552;	1754717152.000;	        err8;	        err8
20250809;	105556;	1754717156.000;	        err8;	        err8
20250809;	105600;	1754717160.000;	        err8;	        err8
20250809;	105604;	1754717164.000;	        err8;	        err8
20250809;	105608;	1754717168.000;	        err8;	        err8
20250809;	105612;	1754717172.000;	        err8;	        err8
20250809;	105616;	1754717176.000;	        err8;	        err8
20250809;	105620;	1754717180.000;	        err8;	        err8
20250809;	105624;	1754717184.000;	        err8;	        err8
20250809;	105628;	1754717188.000;	        err8;	        err8
20250809;	105632;	1754717192.000;	        err8;	        err8
20250809;	105636;	1754717196.000;	        err8;	        err8
20250809;	105640;	1754717200.000;	        err8;	        err8
20250809;	105644;	1754717204.000;	        err8;	        err8
20250809;	105648;	1754717208.000;	        err8;	        err8
20250809;	105652;	1754717212.000;	        err8;	        err8
20250809;	105656;	1754717216.000;	        err8;	        err8
20250809;	105700;	1754717220.000;	        err8;	        err8
20250809;	105704;	1754717224.000;	        err8;	        err8
20250809;	105708;	1754717228.000;	        err8;	        err8
20250809;	105712;	1754717232.000;	        err8;	        err8
20250809;	105716;	1754717236.000;	        err8;	        err8
20250809;	105720;	1754717240.000;	        err8;	        err8
20250809;	105724;	1754717244.000;	        err8;	        err8
20250809;	105728;	1754717248.000;	        err8;	        err8
20250809;	105732;	1754717252.000;	        err8;	        err8
20250809;	105736;	1754717256.000;	        err8;	        err8
20250809;	105740;	1754717260.000;	        err8;	        err8
20250809;	105744;	1754717264.000;	        err8;	        err8
20250809;	105748;	1754717268.000;	        err8;	        err8
20250809;	105752;	1754717272.000;	        err8;	        err8
20250809;	105756;	1754717276.000;	        err8;	        err8
20250809;	105800;	1754717280.000;	        err8;	        err8
20250809;	105804;	1754717284.000;	        err8;	        err8
20250809;	105808;	1754717288.000;	        err8;	        err8
20250809;	105812;	1754717292.000;	        err8;	        err8
20250809;	105816;	1754717296.000;	        err8;	        err8
20250809;	105820;	1754717300.000;	        err8;	        err8
20250809;	105824;	1754717304.000;	        err8;	        err8
20250809;	105828;	1754717308.000;	        err8;	        err8
20250809;	105832;	1754717312.000;	       err32;	       err32
20250809;	105836;	1754717316.000;	       err32;	       err32
20250809;	105840;	1754717320.000;	       err32;	       err32
20250809;	105844;	1754717324.000;	       err32;	       err32
20250809;	105848;	1754717328.000;	       err32;	       err32
20250809;	105852;	1754717332.000;	       err32;	       err32
20250809;	105856;	1754717336.000;	       err32;	       err32
20250809;	105900;	1754717340.000;	       err32;	       err32
20250809;	105904;	1754717344.000;	       err32;	       err32
20250809;	105908;	1754717348.000;	       err32;	       err32
20250809;	105912;	1754717352.000;	       err32;	       err32
20250809;	105916;	1754717356.000;	       err32;	       err32
20250809;	105920;	1754717360.000;	       err32;	       err32
20250809;	105924;	1754717364.000;	       err32;	       err32
20250809;	105928;	1754717368.000;	       err32;	       err32
20250809;	105932;	1754717372.000;	       err32;	       err32
20250809;	105936;	1754717376.000;	       err32;	       err32
20250809;	105940;	1754717380.000;	       err32;	       err32
20250809;	105944;	1754717384.000;	       err32;	       err32
20250809;	105948;	1754717388.000;	       err32;	       err32
20250809;	105952;	1754717392.000;	       err32;	       err32
20250809;	105956;	1754717396.000;	       err32;	       err32
20250809;	110000;	1754717400.000;	       err32;	       err32
20250809;	110004;	1754717404.000;	       err32;	       err32
20250809;	110008;	1754717408.000;	       err32;	       err32
20250809;	110012;	1754717412.000;	       err32;	       err32
20250809;	110016;	1754717416.000;	       err32;	       err32
20250809;	110020;	1754717420.000;	       err32;	       err32
20250809;	110024;	1754717424.000;	       err32;	       err32
20250809;	110028;	1754717428.000;	       err32;	       err32
20250809;	110032;	1754717432.000;	       err32;	       err32
20250809;	110036;	1754717436.000;	       err32;	       err32
20250809;	110040;	1754717440.000;	       err32;	       err32
20250809;	110044;	1754717444.000;	       err32;	       err32
20250809;	110048;	1754717448.000;	       err32;	       err32
20250809;	110052;	1754717452.000;	       err32;	       err32
20250809;	110056;	1754717456.000;	       err32;	       err32
20250809;	110100;	1754717460.000;	       err32;	       err32
20250809;	110104;	1754717464.000;	       err32;	       err32
20250809;	110108;	1754717468.000;	       err32;	       err32
20250809;	110112;	1754717472.000;	       err32;	       err32
20250809;	110116;	1754717476.000;	       err32;	       err32
20250809;	110120;	1754717480.000;	       err32;	       err32
20250809;	110124;	1754717484.000;	       err32;	       err32
20250809;	110128;	1754717488.000;	       err32;	       err32
20250809;	110132;	1754717492.000;	       err32;	       err32
20250809;	110136;	1754717496.000;	       err32;	       err32
20250809;	110140;	1754717500.000;	       err32;	       err32
20250809;	110144;	1754717504.000;	       err32;	       err32
20250809;	110148;	1754717508.000;	       err32;	       err32
20250809;	110152;	1754717512.000;	       err32;	       err32
20250809;	110156;	1754717516.000;	       err32;	       err32
20250809;	110200;	1754717520.000;	       err32;	       err32
20250809;	110204;	1754717524.000;	       err32;	       err32
20250809;	110208;	1754717528.000;	       err32;	       err32
20250809;	110212;	1754717532.000;	       err32;	       err32
20250809;	110216;	1754717536.000;	       err32;	       err32
20250809;	110220;	1754717540.000;	       err32;	       err32
20250809;	110224;	1754717544.000;	       err32;	       err32
20250809;	110228;	1754717548.000;	       err32;	       err32
20250809;	110232;	1754717552.000;	       err32;	       err32
20250809;	110236;	1754717556.000;	       err32;	       err32
20250809;	110240;	1754717560.000;	       err32;	       err32
20250809;	110244;	1754717564.000;	       err32;	       err32
20250809;	110248;	1754717568.000;	       err32;	       err32
20250809;	110252;	1754717572.000;	       err32;	       err32
20250809;	110256;	1754717576.000;	       err32;	       err32
20250809;	110300;	1754717580.000;	       err32;	       err32
20250809;	110304;	1754717584.000;	       err32;	       err32
20250809;	110308;	1754717588.000;	       err32;	       err32
20250809;	110312;	1754717592.000;	       err32;	       err32
20250809;	110316;	1754717596.000;	       err32;	       err32
20250809;	110320;	1754717600.000;	       err32;	       err32
20250809;	110324;	1754717604.000;	       err32;	       err32
20250809;	110328;	1754717608.000;	       err32;	       err32
20250809;	110332;	1754717612.000;	       err32;	       err32
20250809;	110336;	1754717616.000;	       err32;	       err32
20250809;	110340;	1754717620.000;	       err32;	       err32
20250809;	110344;	1754717624.000;	       err32;	       err32
20250809;	110348;	1754717628.000;	       err32;	       err32
20250809;	110352;	1754717632.000;	       err32;	       err32
20250809;	110356;	1754717636.000;	       err32;	       err32
20250809;	110400;	1754717640.000;	        err8;	        err8
20250809;	110404;	1754717644.000;	        err8;	        err8
20250809;	110408;	1754717648.000;	        err8;	        err8
20250809;	110412;	1754717652.000;	        err8;	        err8
20250809;	110416;	1754717656.000;	        err8;	        err8
20250809;	110420;	1754717660.000;	        err8;	        err8
20250809;	110424;	1754717664.000;	        err8;	        err8
20250809;	110428;	1754717668.000;	        err8;	        err8
20250809;	110432;	1754717672.000;	        err8;	        err8
20250809;	110436;	1754717676.000;	        err8;	        err8
20250809;	110440;	1754717680.000;	        err8;	        err8
20250809;	110444;	1754717684.000;	        err8;	        err8
20250809;	110448;	1754717688.000;	        err8;	        err8
20250809;	110452;	1754717692.000;	        err8;	        err8
20250809;	110456;	1754717696.000;	        err8;	        err8
20250809;	110500;	1754717700.000;	        err8;	        err8
20250809;	110504;	1754717704.000;	        err8;	        err8
20250809;	110508;	1754717708.000;	        err8;	        err8
20250809;	110512;	1754717712.000;	        err8;	        err8
20250809;	110516;	1754717716.000;	        err8;	        err8
20250809;	110520;	1754717720.000;	        err8;	        err8
20250809;	110524;	1754717724.000;	        err8;	        err8
20250809;	110528;	1754717728.000;	        err8;	        err8
20250809;	110532;	1754717732.000;	        err8;	        err8
20250809;	110536;	1754717736.000;	        err8;	        err8
20250809;	110540;	1754717740.000;	        err8;	        err8
20250809;	110544;	1754717744.000;	        err8;	        err8
20250809;	110548;	1754717748.000;	        err8;	        err8
20250809;	110552;	1754717752.000;	        err8;	        err8
20250809;	110556;	1754717756.000;	        err8;	        err8
20250809;	110600;	1754717760.000;	        err8;	        err8
20250809;	110604;	1754717764.000;	        err8;	        err8
20250809;	110608;	1754717768.000;	        err8;	        err8
20250809;	110612;	1754717772.000;	        err8;	        err8
20250809;	110616;	1754717776.000;	        err8;	        err8
20250809;	110620;	1754717780.000;	        err8;	        err8
20250809;	110624;	1754717784.000;	        err8;	        err8
20250809;	110628;	1754717788.000;	        err8;	        err8
20250809;	110632;	1754717792.000;	        err8;	        err8
20250809;	110636;	1754717796.000;	        err8;	        err8
20250809;	110640;	1754717800.000;	        err8;	        err8
20250809;	110644;	1754717804.000;	        err8;	        err8
20250809;	110648;	1754717808.000;	        err8;	        err8
20250809;	110652;	1754717812.000;	        err8;	        err8
20250809;	110656;	1754717816.000;	        err8;	        err8
20250809;	110700;	1754717820.000;	        err8;	        err8
20250809;	110704;	1754717824.000;	        err8;	        err8
20250809;	110708;	1754717828.000;	       err32;	       err32
20250809;	110712;	1754717832.000;	       err32;	       err32
20250809;	110716;	1754717836.000;	       err32;	       err32
20250809;	110720;	1754717840.000;	       err32;	       err32
20250809;	110724;	1754717844.000;	       err32;	       err32
20250809;	110728;	1754717848.000;	       err32;	       err32
20250809;	110732;	1754717852.000;	       err32;	       err32
20250809;	110736;	1754717856.000;	       err32;	       err32
20250809;	110740;	1754717860.000;	       err32;	       err32
20250809;	110744;	1754717864.000;	       err32;	       err32
20250809;	110748;	1754717868.000;	       err32;	       err32
20250809;	110752;	1754717872.000;	       err32;	       err32
20250809;	110756;	1754717876.000;	       err32;	       err32
20250809;	110800;	1754717880.000;	       err32;	       err32
20250809;	110804;	1754717884.000;	       err32;	       err32
20250809;	110808;	1754717888.000;	       err32;	       err32
20250809;	110812;	1754717892.000;	       err32;	       err32
20250809;	110816;	1754717896.000;	       err32;	       err32
20250809;	110820;	1754717900.000;	       err32;	       err32
20250809;	110824;	1754717904.000;	       err32;	       err32
20250809;	110828;	1754717908.000;	       err32;	       err32
20250809;	110832;	1754717912.000;	       err32;	       err32
20250809;	110836;	1754717916.000;	       err32;	       err32
20250809;	110840;	1754717920.000;	       err32;	       err32
20250809;	110844;	1754717924.000;	       err32;	       err32
20250809;	110848;	1754717928.000;	       err32;	       err32
20250809;	110852;	1754717932.000;	       err32;	       err32
20250809;	110856;	1754717936.000;	       err32;	       err32
20250809;	110900;	1754717940.000;	       err32;	       err32
20250809;	110904;	1754717944.000;	       err32;	       err32
20250809;	110908;	1754717948.000;	       err32;	       err32
20250809;	110912;	1754717952.000;	       err32;	       err32
20250809;	110916;	1754717956.000;	       err32;	       err32
20250809;	110920;	1754717960.000;	       err32;	       err32
20250809;	110924;	1754717964.000;	       err32;	       err32
20250809;	110928;	1754717968.000;	       err32;	       err32
20250809;	110932;	1754717972.000;	       err32;	       err32
20250809;	110936;	1754717976.000;	       err32;	       err32
20250809;	110940;	1754717980.000;	       err32;	       err32
20250809;	110944;	1754717984.000;	       err32;	       err32
20250809;	110948;	1754717988.000;	       err32;	       err32
20250809;	110952;	1754717992.000;	       err32;	       err32
20250809;	110956;	1754717996.000;	       err32;	       err32
20250809;	111000;	1754718000.000;	        err8;	        err8
20250809;	111004;	1754718004.000;	        err8;	        err8
20250809;	111008;	1754718008.000;	        err8;	        err8
20250809;	111012;	1754718012.000;	        err8;	        err8
20250809;	111016;	1754718016.000;	        err8;	        err8
20250809;	111020;	1754718020.000;	        err8;	        err8
20250809;	111024;	1754718024.000;	        err8;	        err8
20250809;	111028;	1754718028.000;	        err8;	        err8
20250809;	111032;	1754718032.000;	        err8;	        err8
20250809;	111036;	1754718036.000;	        err8;	        err8
20250809;	111040;	1754718040.000;	        err8;	        err8
20250809;	111044;	1754718044.000;	        err8;	        err8
20250809;	111048;	1754718048.000;	        err8;	        err8
20250809;	111052;	1754718052.000;	        err8;	        err8
20250809;	111056;	1754718056.000;	        err8;	        err8
20250809;	111100;	1754718060.000;	        err8;	        err8
20250809;	111104;	1754718064.000;	        err8;	        err8
20250809;	111108;	1754718068.000;	        err8;	        err8
20250809;	111112;	1754718072.000;	        err8;	        err8
20250809;	111116;	1754718076.000;	        err8;	        err8
20250809;	111120;	1754718080.000;	        err8;	        err8
20250809;	111124;	1754718084.000;	        err8;	        err8
20250809;	111128;	1754718088.000;	        err8;	        err8
20250809;	111132;	1754718092.000;	        err8;	        err8
20250809;	111136;	1754718096.000;	        err8;	        err8
20250809;	111140;	1754718100.000;	        err8;	        err8
20250809;	111144;	1754718104.000;	        err8;	        err8
20250809;	111148;	1754718108.000;	        err8;	        err8
20250809;	111152;	1754718112.000;	        err8;	        err8
20250809;	111156;	1754718116.000;	        err8;	        err8
20250809;	111200;	1754718120.000;	        err8;	        err8
20250809;	111204;	1754718124.000;	        err8;	        err8
20250809;	111208;	1754718128.000;	        err8;	        err8
20250809;	111212;	1754718132.000;	        err8;	        err8
20250809;	111216;	1754718136.000;	        err8;	        err8
20250809;	111220;	1754718140.000;	        err8;	        err8
20250809;	111224;	1754718144.000;	        err8;	        err8
20250809;	111228;	1754718148.000;	        err8;	        err8
20250809;	111232;	1754718152.000;	        err8;	        err8
20250809;	111236;	1754718156.000;	        err8;	        err8
20250809;	111240;	1754718160.000;	        err8;	        err8
20250809;	111244;	1754718164.000;	        err8;	        err8
20250809;	111248;	1754718168.000;	        err8;	        err8
20250809;	111252;	1754718172.000;	        err8;	        err8
20250809;	111256;	1754718176.000;	        err8;	        err8
20250809;	111300;	1754718180.000;	        err8;	        err8
20250809;	111304;	1754718184.000;	        err8;	        err8
20250809;	111308;	1754718188.000;	        err8;	        err8
20250809;	111312;	1754718192.000;	        err8;	        err8
20250809;	111316;	1754718196.000;	        err8;	        err8
20250809;	111320;	1754718200.000;	        err8;	        err8
20250809;	111324;	1754718204.000;	        err8;	        err8
20250809;	111328;	1754718208.000;	        err8;	        err8
20250809;	111332;	1754718212.000;	        err8;	        err8
20250809;	111336;	1754718216.000;	        err8;	        err8
20250809;	111340;	1754718220.000;	        err8;	        err8
20250809;	111344;	1754718224.000;	        err8;	        err8
20250809;	111348;	1754718228.000;	        err8;	        err8
20250809;	111352;	1754718232.000;	        err8;	        err8
20250809;	111356;	1754718236.000;	        err8;	        err8
20250809;	111400;	1754718240.000;	        err8;	        err8
20250809;	111404;	1754718244.000;	        err8;	        err8
20250809;	111408;	1754718248.000;	        err8;	        err8
20250809;	111412;	1754718252.000;	        err8;	        err8
20250809;	111416;	1754718256.000;	        err8;	        err8
20250809;	111420;	1754718260.000;	        err8;	        err8
20250809;	111424;	1754718264.000;	        err8;	        err8
20250809;	111428;	1754718268.000;	        err8;	        err8
20250809;	111432;	1754718272.000;	        err8;	        err8
20250809;	111436;	1754718276.000;	        err8;	        err8
20250809;	111440;	1754718280.000;	        err8;	        err8
20250809;	111444;	1754718284.000;	        err8;	        err8
20250809;	111448;	1754718288.000;	        err8;	        err8
20250809;	111452;	1754718292.000;	        err8;	        err8
20250809;	111456;	1754718296.000;	        err8;	        err8
20250809;	111500;	1754718300.000;	        err8;	        err8
20250809;	111504;	1754718304.000;	        err8;	        err8
20250809;	111508;	1754718308.000;	        err8;	        err8
20250809;	111512;	1754718312.000;	        err8;	        err8
20250809;	111516;	1754718316.000;	        err8;	        err8
20250809;	111520;	1754718320.000;	        err8;	        err8
