#ies_format_version: 1.0
#file: 20250807_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	holding1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	holding2;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	holding1;	holding2
20250807;	114952;	1754547592.000;	       err32;	       err32
20250807;	114956;	1754547596.000;	       err32;	       err32
20250807;	115000;	1754547600.000;	       err32;	       err32
20250807;	115004;	1754547604.000;	       err32;	       err32
20250807;	115008;	1754547608.000;	       err32;	       err32
20250807;	115012;	1754547612.000;	       err32;	       err32
20250807;	115016;	1754547616.000;	       err32;	       err32
20250807;	115020;	1754547620.000;	       err32;	       err32
20250807;	115024;	1754547624.000;	       err32;	       err32
20250807;	115028;	1754547628.000;	       err32;	       err32
20250807;	115032;	1754547632.000;	       err32;	       err32
20250807;	115036;	1754547636.000;	       err32;	       err32
20250807;	115040;	1754547640.000;	       err32;	       err32
20250807;	115044;	1754547644.000;	       err32;	       err32
20250807;	115048;	1754547648.000;	       err32;	       err32
20250807;	115052;	1754547652.000;	       err32;	       err32
20250807;	115056;	1754547656.000;	       err32;	       err32
20250807;	115100;	1754547660.000;	       err32;	       err32
20250807;	115104;	1754547664.000;	       err32;	       err32
20250807;	115108;	1754547668.000;	       err32;	       err32
20250807;	115112;	1754547672.000;	       err32;	       err32
20250807;	115116;	1754547676.000;	       err32;	       err32
20250807;	115120;	1754547680.000;	       err32;	       err32
20250807;	115124;	1754547684.000;	       err32;	       err32
20250807;	115128;	1754547688.000;	       err32;	       err32
20250807;	115132;	1754547692.000;	       err32;	       err32
20250807;	115136;	1754547696.000;	       err32;	       err32
20250807;	115140;	1754547700.000;	       err32;	       err32
20250807;	115144;	1754547704.000;	       err32;	       err32
20250807;	115148;	1754547708.000;	       err32;	       err32
20250807;	115152;	1754547712.000;	       err32;	       err32
20250807;	115156;	1754547716.000;	       err32;	       err32
20250807;	115200;	1754547720.000;	       err32;	       err32
20250807;	115204;	1754547724.000;	       err32;	       err32
20250807;	115208;	1754547728.000;	       err32;	       err32
20250807;	115212;	1754547732.000;	       err32;	       err32
20250807;	115216;	1754547736.000;	       err32;	       err32
20250807;	115220;	1754547740.000;	       err32;	       err32
20250807;	115224;	1754547744.000;	       err32;	       err32
20250807;	115228;	1754547748.000;	       err32;	       err32
20250807;	115232;	1754547752.000;	       err32;	       err32
20250807;	115236;	1754547756.000;	       err32;	       err32
20250807;	115240;	1754547760.000;	       err32;	       err32
20250807;	115244;	1754547764.000;	       err32;	       err32
20250807;	115248;	1754547768.000;	       err32;	       err32
20250807;	115252;	1754547772.000;	       err32;	       err32
20250807;	115256;	1754547776.000;	       err32;	       err32
20250807;	115300;	1754547780.000;	       err32;	       err32
20250807;	115304;	1754547784.000;	       err32;	       err32
20250807;	115308;	1754547788.000;	       err32;	       err32
20250807;	115312;	1754547792.000;	       err32;	       err32
20250807;	115316;	1754547796.000;	       err32;	       err32
20250807;	115320;	1754547800.000;	       err32;	       err32
20250807;	115324;	1754547804.000;	       err32;	       err32
20250807;	115328;	1754547808.000;	       err32;	       err32
20250807;	115332;	1754547812.000;	       err32;	       err32
20250807;	115336;	1754547816.000;	       err32;	       err32
20250807;	115340;	1754547820.000;	       err32;	       err32
20250807;	115344;	1754547824.000;	       err32;	       err32
20250807;	115348;	1754547828.000;	       err32;	       err32
20250807;	115352;	1754547832.000;	       err32;	       err32
20250807;	115356;	1754547836.000;	       err32;	       err32
20250807;	115400;	1754547840.000;	       err32;	       err32
20250807;	115404;	1754547844.000;	       err32;	       err32
20250807;	115408;	1754547848.000;	       err32;	       err32
20250807;	115412;	1754547852.000;	       err32;	       err32
20250807;	115416;	1754547856.000;	       err32;	       err32
20250807;	115420;	1754547860.000;	       err32;	       err32
20250807;	115424;	1754547864.000;	       err32;	       err32
20250807;	115428;	1754547868.000;	       err32;	       err32
20250807;	115432;	1754547872.000;	       err32;	       err32
20250807;	115436;	1754547876.000;	       err32;	       err32
20250807;	115440;	1754547880.000;	       err32;	       err32
20250807;	115444;	1754547884.000;	       err32;	       err32
20250807;	115448;	1754547888.000;	       err32;	       err32
20250807;	115452;	1754547892.000;	       err32;	       err32
20250807;	115456;	1754547896.000;	       err32;	       err32
20250807;	115500;	1754547900.000;	       err32;	       err32
20250807;	115504;	1754547904.000;	       err32;	       err32
20250807;	115508;	1754547908.000;	       err32;	       err32
20250807;	115512;	1754547912.000;	       err32;	       err32
20250807;	115516;	1754547916.000;	       err32;	       err32
20250807;	115520;	1754547920.000;	       err32;	       err32
20250807;	115524;	1754547924.000;	       err32;	       err32
20250807;	115528;	1754547928.000;	       err32;	       err32
20250807;	115532;	1754547932.000;	       err32;	       err32
20250807;	115536;	1754547936.000;	       err32;	       err32
20250807;	115540;	1754547940.000;	       err32;	       err32
20250807;	115544;	1754547944.000;	       err32;	       err32
20250807;	115548;	1754547948.000;	       err32;	       err32
20250807;	115552;	1754547952.000;	       err32;	       err32
20250807;	115556;	1754547956.000;	       err32;	       err32
20250807;	115600;	1754547960.000;	       err32;	       err32
20250807;	115604;	1754547964.000;	       err32;	       err32
20250807;	115608;	1754547968.000;	       err32;	       err32
20250807;	115612;	1754547972.000;	       err32;	       err32
20250807;	115616;	1754547976.000;	       err32;	       err32
20250807;	115620;	1754547980.000;	       err32;	       err32
20250807;	115624;	1754547984.000;	       err32;	       err32
20250807;	115628;	1754547988.000;	       err32;	       err32
20250807;	115632;	1754547992.000;	       err32;	       err32
20250807;	115636;	1754547996.000;	       err32;	       err32
20250807;	115640;	1754548000.000;	       err32;	       err32
20250807;	115644;	1754548004.000;	       err32;	       err32
20250807;	115648;	1754548008.000;	       err32;	       err32
20250807;	115652;	1754548012.000;	       err32;	       err32
20250807;	115656;	1754548016.000;	       err32;	       err32
20250807;	115700;	1754548020.000;	       err32;	       err32
20250807;	115704;	1754548024.000;	       err32;	       err32
20250807;	115708;	1754548028.000;	       err32;	       err32
20250807;	115712;	1754548032.000;	       err32;	       err32
20250807;	115716;	1754548036.000;	       err32;	       err32
20250807;	115720;	1754548040.000;	       err32;	       err32
20250807;	115724;	1754548044.000;	       err32;	       err32
20250807;	115728;	1754548048.000;	       err32;	       err32
20250807;	115732;	1754548052.000;	       err32;	       err32
20250807;	115736;	1754548056.000;	       err32;	       err32
20250807;	115740;	1754548060.000;	       err32;	       err32
20250807;	115744;	1754548064.000;	       err32;	       err32
20250807;	115748;	1754548068.000;	       err32;	       err32
20250807;	115752;	1754548072.000;	       err32;	       err32
20250807;	115756;	1754548076.000;	       err32;	       err32
20250807;	115800;	1754548080.000;	       err32;	       err32
20250807;	115804;	1754548084.000;	       err32;	       err32
20250807;	115808;	1754548088.000;	       err32;	       err32
20250807;	115812;	1754548092.000;	       err32;	       err32
20250807;	115816;	1754548096.000;	       err32;	       err32
20250807;	115820;	1754548100.000;	       err32;	       err32
20250807;	115824;	1754548104.000;	       err32;	       err32
20250807;	115828;	1754548108.000;	       err32;	       err32
20250807;	115832;	1754548112.000;	       err32;	       err32
20250807;	115836;	1754548116.000;	       err32;	       err32
20250807;	115840;	1754548120.000;	       err32;	       err32
20250807;	115844;	1754548124.000;	       err32;	       err32
20250807;	115848;	1754548128.000;	       err32;	       err32
20250807;	115852;	1754548132.000;	       err32;	       err32
20250807;	115856;	1754548136.000;	       err32;	       err32
20250807;	115900;	1754548140.000;	       err32;	       err32
20250807;	115904;	1754548144.000;	       err32;	       err32
20250807;	115908;	1754548148.000;	       err32;	       err32
20250807;	115912;	1754548152.000;	       err32;	       err32
20250807;	115916;	1754548156.000;	       err32;	       err32
20250807;	115920;	1754548160.000;	       err32;	       err32
20250807;	115924;	1754548164.000;	       err32;	       err32
20250807;	115928;	1754548168.000;	       err32;	       err32
20250807;	115932;	1754548172.000;	       err32;	       err32
20250807;	115936;	1754548176.000;	       err32;	       err32
20250807;	115940;	1754548180.000;	       err32;	       err32
20250807;	115944;	1754548184.000;	       err32;	       err32
20250807;	115948;	1754548188.000;	       err32;	       err32
20250807;	115952;	1754548192.000;	       err32;	       err32
20250807;	115956;	1754548196.000;	       err32;	       err32
20250807;	120000;	1754548200.000;	       err32;	       err32
20250807;	120004;	1754548204.000;	       err32;	       err32
20250807;	120008;	1754548208.000;	       err32;	       err32
20250807;	120012;	1754548212.000;	       err32;	       err32
20250807;	120016;	1754548216.000;	       err32;	       err32
20250807;	120020;	1754548220.000;	       err32;	       err32
20250807;	120024;	1754548224.000;	       err32;	       err32
20250807;	120028;	1754548228.000;	       err32;	       err32
20250807;	120032;	1754548232.000;	       err32;	       err32
20250807;	120036;	1754548236.000;	       err32;	       err32
20250807;	120040;	1754548240.000;	       err32;	       err32
20250807;	120044;	1754548244.000;	       err32;	       err32
20250807;	120048;	1754548248.000;	       err32;	       err32
20250807;	120052;	1754548252.000;	       err32;	       err32
20250807;	120056;	1754548256.000;	       err32;	       err32
20250807;	120100;	1754548260.000;	       err32;	       err32
20250807;	120104;	1754548264.000;	       err32;	       err32
20250807;	120108;	1754548268.000;	       err32;	       err32
20250807;	120112;	1754548272.000;	       err32;	       err32
20250807;	120116;	1754548276.000;	       err32;	       err32
20250807;	120120;	1754548280.000;	       err32;	       err32
20250807;	120124;	1754548284.000;	       err32;	       err32
20250807;	120128;	1754548288.000;	       err32;	       err32
20250807;	120132;	1754548292.000;	       err32;	       err32
20250807;	120136;	1754548296.000;	       err32;	       err32
20250807;	120140;	1754548300.000;	       err32;	       err32
20250807;	120144;	1754548304.000;	       err32;	       err32
20250807;	120148;	1754548308.000;	       err32;	       err32
20250807;	120152;	1754548312.000;	       err32;	       err32
20250807;	120156;	1754548316.000;	       err32;	       err32
20250807;	120200;	1754548320.000;	       err32;	       err32
20250807;	120204;	1754548324.000;	       err32;	       err32
20250807;	120208;	1754548328.000;	       err32;	       err32
20250807;	120212;	1754548332.000;	       err32;	       err32
20250807;	120216;	1754548336.000;	       err32;	       err32
20250807;	120220;	1754548340.000;	       err32;	       err32
20250807;	120224;	1754548344.000;	       err32;	       err32
20250807;	120228;	1754548348.000;	       err32;	       err32
20250807;	120232;	1754548352.000;	       err32;	       err32
20250807;	120236;	1754548356.000;	       err32;	       err32
20250807;	120240;	1754548360.000;	       err32;	       err32
20250807;	120244;	1754548364.000;	       err32;	       err32
20250807;	120248;	1754548368.000;	       err32;	       err32
20250807;	120252;	1754548372.000;	       err32;	       err32
20250807;	120256;	1754548376.000;	       err32;	       err32
20250807;	120300;	1754548380.000;	       err32;	       err32
20250807;	120304;	1754548384.000;	       err32;	       err32
20250807;	120308;	1754548388.000;	       err32;	       err32
20250807;	120312;	1754548392.000;	       err32;	       err32
20250807;	120316;	1754548396.000;	       err32;	       err32
20250807;	120320;	1754548400.000;	       err32;	       err32
20250807;	120324;	1754548404.000;	       err32;	       err32
20250807;	120328;	1754548408.000;	       err32;	       err32
20250807;	120332;	1754548412.000;	       err32;	       err32
20250807;	120336;	1754548416.000;	       err32;	       err32
20250807;	120340;	1754548420.000;	       err32;	       err32
20250807;	120344;	1754548424.000;	       err32;	       err32
20250807;	120348;	1754548428.000;	       err32;	       err32
20250807;	120352;	1754548432.000;	       err32;	       err32
20250807;	120356;	1754548436.000;	       err32;	       err32
20250807;	120400;	1754548440.000;	       err32;	       err32
20250807;	120404;	1754548444.000;	       err32;	       err32
20250807;	120408;	1754548448.000;	       err32;	       err32
20250807;	120412;	1754548452.000;	       err32;	       err32
20250807;	120416;	1754548456.000;	       err32;	       err32
20250807;	120420;	1754548460.000;	       err32;	       err32
20250807;	120424;	1754548464.000;	       err32;	       err32
20250807;	120428;	1754548468.000;	       err32;	       err32
20250807;	120432;	1754548472.000;	       err32;	       err32
20250807;	120436;	1754548476.000;	       err32;	       err32
20250807;	120440;	1754548480.000;	       err32;	       err32
20250807;	120444;	1754548484.000;	       err32;	       err32
20250807;	120448;	1754548488.000;	       err32;	       err32
20250807;	120452;	1754548492.000;	       err32;	       err32
20250807;	120456;	1754548496.000;	       err32;	       err32
20250807;	120500;	1754548500.000;	       err32;	       err32
20250807;	120504;	1754548504.000;	       err32;	       err32
20250807;	120508;	1754548508.000;	       err32;	       err32
20250807;	120512;	1754548512.000;	       err32;	       err32
20250807;	120516;	1754548516.000;	       err32;	       err32
20250807;	120520;	1754548520.000;	       err32;	       err32
20250807;	120524;	1754548524.000;	       err32;	       err32
20250807;	120528;	1754548528.000;	       err32;	       err32
20250807;	120532;	1754548532.000;	       err32;	       err32
20250807;	120536;	1754548536.000;	       err32;	       err32
20250807;	120540;	1754548540.000;	       err32;	       err32
20250807;	120544;	1754548544.000;	       err32;	       err32
20250807;	120548;	1754548548.000;	       err32;	       err32
20250807;	120552;	1754548552.000;	       err32;	       err32
20250807;	120556;	1754548556.000;	       err32;	       err32
20250807;	120600;	1754548560.000;	       err32;	       err32
20250807;	120604;	1754548564.000;	       err32;	       err32
20250807;	120608;	1754548568.000;	        err8;	        err8
20250807;	120612;	1754548572.000;	        err8;	        err8
20250807;	120616;	1754548576.000;	        err8;	        err8
20250807;	120620;	1754548580.000;	        err8;	        err8
20250807;	120624;	1754548584.000;	        err8;	        err8
20250807;	120628;	1754548588.000;	        err8;	        err8
20250807;	120632;	1754548592.000;	        err8;	        err8
20250807;	120636;	1754548596.000;	        err8;	        err8
20250807;	120640;	1754548600.000;	        err8;	        err8
20250807;	120644;	1754548604.000;	        err8;	        err8
20250807;	120648;	1754548608.000;	       err32;	       err32
20250807;	120652;	1754548612.000;	       err32;	       err32
20250807;	120656;	1754548616.000;	       err32;	       err32
20250807;	120700;	1754548620.000;	       err32;	       err32
20250807;	120704;	1754548624.000;	       err32;	       err32
20250807;	120708;	1754548628.000;	       err32;	       err32
20250807;	120712;	1754548632.000;	       err32;	       err32
20250807;	120716;	1754548636.000;	       err32;	       err32
20250807;	120720;	1754548640.000;	       err32;	       err32
20250807;	120724;	1754548644.000;	       err32;	       err32
20250807;	120728;	1754548648.000;	       err32;	       err32
20250807;	120732;	1754548652.000;	       err32;	       err32
20250807;	120736;	1754548656.000;	       err32;	       err32
20250807;	120740;	1754548660.000;	       err32;	       err32
20250807;	120744;	1754548664.000;	       err32;	       err32
20250807;	120748;	1754548668.000;	       err32;	       err32
20250807;	120752;	1754548672.000;	       err32;	       err32
20250807;	120756;	1754548676.000;	       err32;	       err32
20250807;	120800;	1754548680.000;	       err32;	       err32
20250807;	120804;	1754548684.000;	       err32;	       err32
20250807;	120808;	1754548688.000;	       err32;	       err32
20250807;	120812;	1754548692.000;	       err32;	       err32
20250807;	120816;	1754548696.000;	       err32;	       err32
20250807;	120820;	1754548700.000;	       err32;	       err32
20250807;	120824;	1754548704.000;	       err32;	       err32
20250807;	120828;	1754548708.000;	       err32;	       err32
20250807;	120832;	1754548712.000;	       err32;	       err32
20250807;	120836;	1754548716.000;	       err32;	       err32
20250807;	120840;	1754548720.000;	       err32;	       err32
20250807;	120844;	1754548724.000;	       err32;	       err32
20250807;	120848;	1754548728.000;	       err32;	       err32
20250807;	120852;	1754548732.000;	       err32;	       err32
20250807;	120856;	1754548736.000;	       err32;	       err32
20250807;	120900;	1754548740.000;	       err32;	       err32
20250807;	120904;	1754548744.000;	       err32;	       err32
20250807;	120908;	1754548748.000;	       err32;	       err32
20250807;	120912;	1754548752.000;	       err32;	       err32
20250807;	120916;	1754548756.000;	       err32;	       err32
20250807;	120920;	1754548760.000;	       err32;	       err32
20250807;	120924;	1754548764.000;	       err32;	       err32
20250807;	120928;	1754548768.000;	        err8;	        err8
20250807;	120932;	1754548772.000;	        err8;	        err8
20250807;	120936;	1754548776.000;	        err8;	        err8
20250807;	120940;	1754548780.000;	        err8;	        err8
20250807;	120944;	1754548784.000;	       err32;	       err32
20250807;	120948;	1754548788.000;	       err32;	       err32
20250807;	120952;	1754548792.000;	       err32;	       err32
20250807;	120956;	1754548796.000;	       err32;	       err32
20250807;	121000;	1754548800.000;	       err32;	       err32
20250807;	121004;	1754548804.000;	       err32;	       err32
20250807;	121008;	1754548808.000;	       err32;	       err32
20250807;	121012;	1754548812.000;	       err32;	       err32
20250807;	121016;	1754548816.000;	       err32;	       err32
20250807;	121020;	1754548820.000;	       err32;	       err32
20250807;	121024;	1754548824.000;	       err32;	       err32
20250807;	121028;	1754548828.000;	       err32;	       err32
20250807;	121032;	1754548832.000;	       err32;	       err32
20250807;	121036;	1754548836.000;	       err32;	       err32
20250807;	121040;	1754548840.000;	       err32;	       err32
20250807;	121044;	1754548844.000;	       err32;	       err32
20250807;	121048;	1754548848.000;	       err32;	       err32
20250807;	121052;	1754548852.000;	       err32;	       err32
20250807;	121056;	1754548856.000;	       err32;	       err32
20250807;	121100;	1754548860.000;	       err32;	       err32
20250807;	121104;	1754548864.000;	       err32;	       err32
20250807;	121108;	1754548868.000;	       err32;	       err32
20250807;	121112;	1754548872.000;	       err32;	       err32
20250807;	121116;	1754548876.000;	       err32;	       err32
20250807;	121120;	1754548880.000;	       err32;	       err32
20250807;	121124;	1754548884.000;	       err32;	       err32
20250807;	121128;	1754548888.000;	       err32;	       err32
20250807;	121132;	1754548892.000;	       err32;	       err32
20250807;	121136;	1754548896.000;	       err32;	       err32
20250807;	121140;	1754548900.000;	       err32;	       err32
20250807;	121144;	1754548904.000;	       err32;	       err32
20250807;	121148;	1754548908.000;	       err32;	       err32
20250807;	121152;	1754548912.000;	       err32;	       err32
20250807;	121156;	1754548916.000;	       err32;	       err32
20250807;	121200;	1754548920.000;	       err32;	       err32
20250807;	121204;	1754548924.000;	       err32;	       err32
20250807;	121208;	1754548928.000;	       err32;	       err32
20250807;	121212;	1754548932.000;	       err32;	       err32
20250807;	121216;	1754548936.000;	       err32;	       err32
20250807;	121220;	1754548940.000;	       err32;	       err32
20250807;	121224;	1754548944.000;	       err32;	       err32
20250807;	121228;	1754548948.000;	       err32;	       err32
20250807;	121232;	1754548952.000;	       err32;	       err32
20250807;	121236;	1754548956.000;	       err32;	       err32
20250807;	121240;	1754548960.000;	       err32;	       err32
20250807;	121244;	1754548964.000;	       err32;	       err32
20250807;	121248;	1754548968.000;	       err32;	       err32
20250807;	121252;	1754548972.000;	       err32;	       err32
20250807;	121256;	1754548976.000;	       err32;	       err32
20250807;	121300;	1754548980.000;	       err32;	       err32
20250807;	121304;	1754548984.000;	       err32;	       err32
20250807;	121308;	1754548988.000;	       err32;	       err32
20250807;	121312;	1754548992.000;	       err32;	       err32
20250807;	121316;	1754548996.000;	       err32;	       err32
20250807;	121320;	1754549000.000;	       err32;	       err32
20250807;	121324;	1754549004.000;	       err32;	       err32
20250807;	121328;	1754549008.000;	       err32;	       err32
20250807;	121332;	1754549012.000;	       err32;	       err32
20250807;	121336;	1754549016.000;	       err32;	       err32
20250807;	121340;	1754549020.000;	       err32;	       err32
20250807;	121344;	1754549024.000;	       err32;	       err32
20250807;	121348;	1754549028.000;	       err32;	       err32
20250807;	121352;	1754549032.000;	       err32;	       err32
20250807;	121356;	1754549036.000;	       err32;	       err32
20250807;	121400;	1754549040.000;	       err32;	       err32
20250807;	121404;	1754549044.000;	       err32;	       err32
20250807;	121408;	1754549048.000;	       err32;	       err32
20250807;	121412;	1754549052.000;	       err32;	       err32
20250807;	121416;	1754549056.000;	       err32;	       err32
20250807;	121420;	1754549060.000;	       err32;	       err32
20250807;	121424;	1754549064.000;	       err32;	       err32
20250807;	121428;	1754549068.000;	       err32;	       err32
20250807;	121432;	1754549072.000;	       err32;	       err32
20250807;	121436;	1754549076.000;	       err32;	       err32
20250807;	121436;	1754549076.000;	       err11;	       err11
20250807;	121440;	1754549080.000;	        err8;	        err8
20250807;	121444;	1754549084.000;	        err8;	        err8
20250807;	121448;	1754549088.000;	        err8;	        err8
20250807;	121452;	1754549092.000;	        err8;	        err8
20250807;	121456;	1754549096.000;	        err8;	        err8
20250807;	121500;	1754549100.000;	        err8;	        err8
20250807;	121504;	1754549104.000;	        err8;	        err8
20250807;	121508;	1754549108.000;	        err8;	        err8
20250807;	121512;	1754549112.000;	        err8;	        err8
20250807;	121516;	1754549116.000;	        err8;	        err8
20250807;	121520;	1754549120.000;	        err8;	        err8
20250807;	121524;	1754549124.000;	        err8;	        err8
20250807;	121528;	1754549128.000;	        err8;	        err8
20250807;	121532;	1754549132.000;	        err8;	        err8
20250807;	121536;	1754549136.000;	        err8;	        err8
20250807;	121540;	1754549140.000;	        err8;	        err8
20250807;	121544;	1754549144.000;	        err8;	        err8
20250807;	121548;	1754549148.000;	        err8;	        err8
20250807;	121552;	1754549152.000;	        err8;	        err8
20250807;	121556;	1754549156.000;	        err8;	        err8
20250807;	121600;	1754549160.000;	        err8;	        err8
20250807;	121604;	1754549164.000;	        err8;	        err8
20250807;	121608;	1754549168.000;	        err8;	        err8
20250807;	121612;	1754549172.000;	        err8;	        err8
20250807;	121616;	1754549176.000;	        err8;	        err8
20250807;	121620;	1754549180.000;	        err8;	        err8
20250807;	121624;	1754549184.000;	        err8;	        err8
20250807;	121628;	1754549188.000;	        err8;	        err8
20250807;	121632;	1754549192.000;	        err8;	        err8
20250807;	121636;	1754549196.000;	        err8;	        err8
20250807;	121640;	1754549200.000;	        err8;	        err8
20250807;	121644;	1754549204.000;	        err8;	        err8
20250807;	121648;	1754549208.000;	        err8;	        err8
20250807;	121652;	1754549212.000;	        err8;	        err8
20250807;	121656;	1754549216.000;	        err8;	        err8
20250807;	121700;	1754549220.000;	        err8;	        err8
20250807;	121704;	1754549224.000;	        err8;	        err8
20250807;	121708;	1754549228.000;	        err8;	        err8
20250807;	121712;	1754549232.000;	        err8;	        err8
20250807;	121716;	1754549236.000;	        err8;	        err8
20250807;	121720;	1754549240.000;	        err8;	        err8
20250807;	121724;	1754549244.000;	        err8;	        err8
20250807;	121728;	1754549248.000;	        err8;	        err8
20250807;	121732;	1754549252.000;	        err8;	        err8
20250807;	121736;	1754549256.000;	        err8;	        err8
20250807;	121740;	1754549260.000;	        err8;	        err8
20250807;	121744;	1754549264.000;	        err8;	        err8
20250807;	121748;	1754549268.000;	        err8;	        err8
20250807;	121752;	1754549272.000;	        err8;	        err8
20250807;	121756;	1754549276.000;	        err8;	        err8
20250807;	121800;	1754549280.000;	        err8;	        err8
20250807;	121804;	1754549284.000;	        err8;	        err8
20250807;	121808;	1754549288.000;	        err8;	        err8
20250807;	121812;	1754549292.000;	        err8;	        err8
20250807;	121816;	1754549296.000;	        err8;	        err8
20250807;	121820;	1754549300.000;	        err8;	        err8
20250807;	121824;	1754549304.000;	        err8;	        err8
20250807;	121828;	1754549308.000;	        err8;	        err8
20250807;	121832;	1754549312.000;	        err8;	        err8
20250807;	121836;	1754549316.000;	        err8;	        err8
20250807;	121840;	1754549320.000;	        err8;	        err8
20250807;	121844;	1754549324.000;	        err8;	        err8
20250807;	121848;	1754549328.000;	        err8;	        err8
20250807;	121852;	1754549332.000;	        err8;	        err8
20250807;	121856;	1754549336.000;	        err8;	        err8
20250807;	121900;	1754549340.000;	        err8;	        err8
20250807;	121904;	1754549344.000;	       err32;	       err32
20250807;	121908;	1754549348.000;	       err32;	       err32
20250807;	121912;	1754549352.000;	       err32;	       err32
20250807;	121916;	1754549356.000;	       err32;	       err32
20250807;	121920;	1754549360.000;	       err32;	       err32
20250807;	121924;	1754549364.000;	       err32;	       err32
20250807;	121928;	1754549368.000;	       err32;	       err32
20250807;	121932;	1754549372.000;	       err32;	       err32
20250807;	121936;	1754549376.000;	       err32;	       err32
20250807;	121940;	1754549380.000;	       err32;	       err32
20250807;	121944;	1754549384.000;	       err32;	       err32
20250807;	121948;	1754549388.000;	       err32;	       err32
20250807;	121952;	1754549392.000;	       err32;	       err32
20250807;	121956;	1754549396.000;	       err32;	       err32
20250807;	122000;	1754549400.000;	       err32;	       err32
20250807;	122004;	1754549404.000;	       err32;	       err32
20250807;	122008;	1754549408.000;	       err32;	       err32
20250807;	122012;	1754549412.000;	       err32;	       err32
20250807;	122016;	1754549416.000;	       err32;	       err32
20250807;	122020;	1754549420.000;	       err32;	       err32
20250807;	122024;	1754549424.000;	       err32;	       err32
20250807;	122028;	1754549428.000;	        err8;	        err8
20250807;	122032;	1754549432.000;	        err8;	        err8
20250807;	122036;	1754549436.000;	        err8;	        err8
20250807;	122040;	1754549440.000;	        err8;	        err8
20250807;	122044;	1754549444.000;	        err8;	        err8
20250807;	122048;	1754549448.000;	        err8;	        err8
20250807;	122052;	1754549452.000;	        err8;	        err8
20250807;	122056;	1754549456.000;	        err8;	        err8
20250807;	122100;	1754549460.000;	        err8;	        err8
20250807;	122104;	1754549464.000;	        err8;	        err8
20250807;	122108;	1754549468.000;	        err8;	        err8
20250807;	122112;	1754549472.000;	        err8;	        err8
20250807;	122116;	1754549476.000;	        err8;	        err8
20250807;	122120;	1754549480.000;	        err8;	        err8
20250807;	122124;	1754549484.000;	        err8;	        err8
20250807;	122128;	1754549488.000;	        err8;	        err8
20250807;	122132;	1754549492.000;	        err8;	        err8
20250807;	122136;	1754549496.000;	        err8;	        err8
20250807;	122140;	1754549500.000;	        err8;	        err8
20250807;	122144;	1754549504.000;	        err8;	        err8
20250807;	122148;	1754549508.000;	        err8;	        err8
20250807;	122152;	1754549512.000;	        err8;	        err8
20250807;	122156;	1754549516.000;	        err8;	        err8
20250807;	122200;	1754549520.000;	        err8;	        err8
20250807;	122204;	1754549524.000;	        err8;	        err8
20250807;	122208;	1754549528.000;	        err8;	        err8
20250807;	122212;	1754549532.000;	        err8;	        err8
20250807;	122216;	1754549536.000;	       err32;	       err32
20250807;	122220;	1754549540.000;	       err32;	       err32
20250807;	122224;	1754549544.000;	       err32;	       err32
20250807;	122228;	1754549548.000;	       err32;	       err32
20250807;	122232;	1754549552.000;	       err32;	       err32
20250807;	122236;	1754549556.000;	       err32;	       err32
20250807;	122240;	1754549560.000;	       err32;	       err32
20250807;	122244;	1754549564.000;	       err32;	       err32
20250807;	122248;	1754549568.000;	       err32;	       err32
20250807;	122252;	1754549572.000;	       err32;	       err32
20250807;	122256;	1754549576.000;	       err32;	       err32
20250807;	122300;	1754549580.000;	       err32;	       err32
20250807;	122304;	1754549584.000;	       err32;	       err32
20250807;	122308;	1754549588.000;	       err32;	       err32
20250807;	122312;	1754549592.000;	       err32;	       err32
20250807;	122316;	1754549596.000;	       err32;	       err32
20250807;	122320;	1754549600.000;	        err8;	        err8
20250807;	122324;	1754549604.000;	        err8;	        err8
20250807;	122328;	1754549608.000;	        err8;	        err8
20250807;	122332;	1754549612.000;	        err8;	        err8
20250807;	122336;	1754549616.000;	        err8;	        err8
20250807;	122340;	1754549620.000;	        err8;	        err8
20250807;	122344;	1754549624.000;	        err8;	        err8
20250807;	122348;	1754549628.000;	        err8;	        err8
20250807;	122352;	1754549632.000;	        err8;	        err8
20250807;	122356;	1754549636.000;	        err8;	        err8
20250807;	122400;	1754549640.000;	        err8;	        err8
20250807;	122404;	1754549644.000;	        err8;	        err8
20250807;	122408;	1754549648.000;	        err8;	        err8
20250807;	122412;	1754549652.000;	        err8;	        err8
20250807;	122416;	1754549656.000;	        err8;	        err8
20250807;	122420;	1754549660.000;	        err8;	        err8
20250807;	122424;	1754549664.000;	        err8;	        err8
20250807;	122428;	1754549668.000;	        err8;	        err8
20250807;	122432;	1754549672.000;	        err8;	        err8
20250807;	122436;	1754549676.000;	        err8;	        err8
20250807;	122440;	1754549680.000;	        err8;	        err8
